date2,annee,semepi,zone_sante,report_viv,report_dc,nlle_viv,nlle_dc,investig_viv,investig_dc,valid_viv,valid_dc,preleves,swab,admis,obs,nouvelle_totale,total_alerte,total_investigues,valid_tot,prel-tot,province
2020-07-07,2020,36,Damara,0.0,,11,0.0,1.0,0.0,35.0,0.0,4.0,,3.0,"2cte, 2com",149.0,94.0,28.0,1.0,1,Ouaka
2020-09-23,2020,33,Ombella-M'Poko,0.0,0.0,36,1.0,81.0,1.0,5.0,0.0,6.0,,0.0,"1cte, 2cm",41.0,49.0,55.0,36.0,7,Ouaka
2020-07-05,2020,37,Vakaga,17.0,0.0,0,1.0,79.0,0.0,3.0,1.0,6.0,,0.0,admis nd,25.0,,27.0,48.0,17,Ouaka
2020-07-09,2020,36,Bambio,10.0,0.0,84,0.0,70.0,1.0,5.0,0.0,2.0,,1.0,hgr wangata,95.0,55.0,137.0,0.0,1,Ouaka
2020-08-06,2020,36,Bambari,0.0,,35,1.0,22.0,0.0,21.0,0.0,8.0,2.0,0.0,,11.0,4.0,62.0,18.0,4,Lobaye
2020-06-06,2020,37,Ouham-Pendé,0.0,0.0,176,1.0,3.0,2.0,21.0,1.0,22.0,2.0,,données non désagrégés par zs,58.0,73.0,2.0,7.0,27,Ouaka
2020-09-28,2020,27,Bambio,0.0,0.0,5,0.0,112.0,0.0,2.0,1.0,0.0,0.0,0.0,données non désagrégés par zs ni par viv vs décès,116.0,13.0,80.0,39.0,11,Ouaka
2020-06-08,2020,38,Ouham,0.0,0.0,0,0.0,132.0,,4.0,2.0,4.0,,,hgr,16.0,24.0,16.0,5.0,3,Ouaka
2020-06-16,2020,39,Ombella-M'Poko,0.0,0.0,42,2.0,124.0,0.0,51.0,0.0,2.0,,0.0,,36.0,25.0,11.0,2.0,27,Ouaka
2020-08-14,2020,35,Ouham-Pendé,0.0,0.0,28,2.0,99.0,1.0,56.0,0.0,1.0,,11.0,cte,57.0,3.0,40.0,3.0,0,Lobaye
2020-09-07,2020,34,Vakaga,0.0,0.0,133,0.0,44.0,1.0,1.0,2.0,0.0,,0.0,données non désagrégés par zs,62.0,54.0,27.0,2.0,6,Lobaye
2020-07-21,2020,28,Ouham-Pendé,0.0,0.0,7,0.0,34.0,0.0,10.0,0.0,0.0,,0.0,cte,6.0,47.0,83.0,26.0,6,Lobaye
2020-08-29,2020,25,Ouham-Pendé,92.0,0.0,8,1.0,91.0,,7.0,0.0,0.0,,,"1cte, 2cm",179.0,82.0,9.0,7.0,2,Ouaka
2020-09-19,2020,29,Yaloke,0.0,0.0,60,0.0,60.0,0.0,8.0,0.0,4.0,,7.0,cte,77.0,13.0,49.0,3.0,2,Lobaye
2020-07-03,2020,40,Yaloke,0.0,0.0,1,1.0,5.0,0.0,45.0,3.0,8.0,,3.0,données non désagrégés par zs,9.0,137.0,2.0,1.0,27,Ouaka
2020-09-21,2020,39,Kaga-Bandoro,71.0,0.0,11,2.0,53.0,1.0,43.0,2.0,4.0,,,données non désagrégés par zs ni par viv vs décès,0.0,47.0,88.0,16.0,0,Ouaka
2020-06-08,2020,34,Ouham-Pendé,0.0,0.0,132,0.0,103.0,1.0,12.0,0.0,4.0,,0.0,données non désagrégés par zs ni par viv vs décès,63.0,41.0,15.0,7.0,4,Lobaye
2020-09-16,2020,31,Ouham,2.0,0.0,10,0.0,82.0,1.0,16.0,0.0,11.0,,0.0,,60.0,81.0,18.0,38.0,3,Ouaka
2020-06-02,2020,39,Ouham-Pendé,17.0,0.0,1,1.0,4.0,0.0,5.0,2.0,0.0,0.0,0.0,"1cte, 2cm",39.0,12.0,151.0,24.0,2,Ouaka
2020-08-10,2020,36,Vakaga,0.0,0.0,83,0.0,15.0,1.0,1.0,0.0,0.0,,2.0,"1cte, 2cm",68.0,42.0,7.0,60.0,0,Lobaye
2020-08-03,2020,25,Yaloke,28.0,0.0,19,0.0,93.0,0.0,0.0,0.0,1.0,,0.0,cte,73.0,44.0,12.0,32.0,5,Lobaye
2020-07-05,2020,28,Ouaka,0.0,0.0,39,0.0,98.0,1.0,15.0,0.0,17.0,,25.0,données non désagrégés par zs ni par viv vs décès,48.0,43.0,98.0,32.0,3,Lobaye
2020-09-27,2020,25,Ombella-M'Poko,0.0,0.0,49,1.0,264.0,1.0,19.0,4.0,4.0,,0.0,"2cte, 2com",215.0,73.0,5.0,24.0,0,Lobaye
2020-08-13,2020,32,Ombella-M'Poko,0.0,0.0,40,4.0,23.0,4.0,6.0,1.0,7.0,,4.0,"1cte, 2cm",55.0,57.0,0.0,13.0,14,Lobaye
2020-08-31,2020,28,Kaga-Bandoro,4.0,0.0,1,1.0,43.0,,25.0,0.0,2.0,,0.0,admis nd,27.0,57.0,29.0,33.0,14,Ouaka
2020-06-23,2020,32,Damara,0.0,0.0,157,,59.0,,46.0,1.0,0.0,,0.0,"2cte, 2com",10.0,49.0,5.0,7.0,14,Lobaye
2020-07-07,2020,27,Damara,9.0,0.0,77,3.0,179.0,0.0,24.0,0.0,1.0,0.0,2.0,,142.0,45.0,3.0,9.0,42,Lobaye
2020-08-05,2020,30,Bangui,3.0,0.0,13,1.0,11.0,0.0,39.0,1.0,13.0,,3.0,cte,28.0,45.0,85.0,9.0,57,Lobaye
2020-09-26,2020,32,Ombella-M'Poko,5.0,0.0,7,0.0,45.0,1.0,40.0,0.0,12.0,,0.0,cte,39.0,6.0,20.0,10.0,4,Ouaka
2020-08-30,2020,31,Ouham,0.0,0.0,88,0.0,82.0,0.0,0.0,0.0,1.0,,3.0,données non désagrégés par zs,41.0,37.0,4.0,7.0,0,Ouaka
2020-06-17,2020,35,Damara,0.0,0.0,37,1.0,154.0,0.0,38.0,1.0,,,0.0,cte,85.0,35.0,33.0,4.0,4,Lobaye
2020-09-01,2020,38,Ombella-M'Poko,18.0,0.0,1,1.0,140.0,1.0,3.0,1.0,0.0,1.0,3.0,"1cte, 2cm",18.0,60.0,52.0,42.0,0,Lobaye
2020-07-14,2020,34,Bossembélé,0.0,0.0,4,0.0,196.0,0.0,23.0,0.0,2.0,0.0,2.0,hgr,106.0,54.0,127.0,9.0,22,Ouaka
2020-06-06,2020,35,Ombella-M'Poko,3.0,0.0,17,0.0,16.0,1.0,2.0,0.0,0.0,,,"2cte, 2com",26.0,162.0,85.0,1.0,10,Lobaye
2020-08-29,2020,31,Bambio,5.0,0.0,27,0.0,5.0,0.0,11.0,2.0,2.0,,0.0,données non désagrégés par zs ni par viv vs décès,18.0,49.0,12.0,5.0,10,Ouaka
2020-07-17,2020,36,Ombella-M'Poko,0.0,0.0,91,0.0,82.0,0.0,0.0,1.0,0.0,,,"1cte, 2cm",94.0,308.0,34.0,5.0,0,Ouaka
2020-08-12,2020,29,Damara,0.0,0.0,10,0.0,139.0,2.0,13.0,0.0,8.0,,0.0,admis nd,16.0,41.0,129.0,56.0,8,Ouaka
2020-07-09,2020,30,Ouham-Pendé,0.0,0.0,77,2.0,0.0,3.0,0.0,0.0,30.0,,1.0,"2cte, 2com",186.0,101.0,3.0,7.0,0,Lobaye
2020-08-15,2020,34,Ouham-Pendé,1.0,0.0,66,,46.0,1.0,7.0,0.0,2.0,,0.0,"1cte, 2cm",4.0,127.0,7.0,38.0,1,Lobaye
2020-08-29,2020,35,Damara,0.0,0.0,102,0.0,62.0,0.0,0.0,3.0,7.0,,,"2cte, 2com",12.0,15.0,61.0,9.0,5,Ouaka
2020-07-04,2020,37,Ombella-M'Poko,0.0,0.0,45,1.0,33.0,3.0,16.0,3.0,4.0,,1.0,"1cte, 2cm",43.0,66.0,39.0,21.0,2,Ouaka
2020-06-11,2020,40,Ouham,16.0,0.0,6,0.0,79.0,0.0,2.0,0.0,0.0,,1.0,données non désagrégés par zs,52.0,45.0,37.0,9.0,5,Lobaye
2020-08-23,2020,36,Boguila,0.0,0.0,34,4.0,74.0,5.0,0.0,0.0,0.0,0.0,,np,64.0,37.0,44.0,41.0,1,Ouaka
2020-07-28,2020,34,Vakaga,0.0,2.0,18,2.0,55.0,1.0,15.0,8.0,,,1.0,"2cte, 2com",48.0,115.0,9.0,10.0,3,Ouaka
2020-07-23,2020,27,Bambio,0.0,0.0,40,2.0,49.0,0.0,6.0,0.0,5.0,,5.0,hgr,3.0,28.0,96.0,35.0,27,Ouaka
2020-07-04,2020,37,Ombella-M'Poko,0.0,0.0,10,0.0,33.0,3.0,3.0,0.0,5.0,0.0,9.0,admis nd,27.0,37.0,18.0,2.0,1,Ouaka
2020-07-07,2020,38,Ouaka,0.0,0.0,44,0.0,51.0,,41.0,0.0,3.0,,6.0,données non désagrégés par zs ni par viv vs décès,18.0,8.0,129.0,1.0,11,Ouaka
2020-07-05,2020,39,Bossembélé,16.0,0.0,179,0.0,78.0,1.0,40.0,3.0,4.0,2.0,0.0,np,44.0,540.0,94.0,16.0,0,Ouaka
2020-09-04,2020,31,Ouham,10.0,0.0,61,0.0,7.0,0.0,28.0,1.0,0.0,,0.0,"1cte, 2cm",48.0,62.0,56.0,39.0,3,Ouaka
2020-07-09,2020,27,Bambari,0.0,0.0,53,1.0,37.0,0.0,6.0,0.0,7.0,,0.0,,127.0,91.0,54.0,63.0,3,Lobaye
2020-08-10,2020,30,Ouaka,0.0,0.0,65,5.0,105.0,0.0,20.0,2.0,0.0,,0.0,données non désagrégés par zs,25.0,129.0,129.0,4.0,1,Ouaka
2020-07-03,2020,38,Kaga-Bandoro,0.0,3.0,7,0.0,175.0,0.0,2.0,1.0,8.0,,1.0,données non désagrégés par zs,123.0,4.0,79.0,0.0,1,Ouaka
2020-08-10,2020,29,Vakaga,12.0,0.0,3,1.0,68.0,0.0,13.0,4.0,19.0,,1.0,hgr,60.0,140.0,57.0,18.0,0,Lobaye
2020-08-07,2020,37,Ouham,0.0,0.0,176,0.0,130.0,2.0,28.0,1.0,0.0,,,données non désagrégés par zs,69.0,180.0,27.0,48.0,14,Ouaka
2020-06-29,2020,35,Damara,9.0,0.0,44,2.0,20.0,0.0,7.0,0.0,1.0,,0.0,,82.0,5.0,41.0,44.0,2,Ouaka
2020-06-02,2020,36,Bambari,6.0,0.0,16,0.0,192.0,0.0,11.0,1.0,14.0,0.0,0.0,données non désagrégés par zs,78.0,13.0,34.0,0.0,11,Lobaye
2020-07-21,2020,27,Bossembélé,0.0,0.0,73,3.0,34.0,0.0,10.0,1.0,12.0,,2.0,,96.0,179.0,9.0,3.0,1,Ouaka
2020-08-16,2020,34,Damara,0.0,0.0,30,0.0,74.0,0.0,19.0,4.0,13.0,,0.0,hgr,13.0,141.0,195.0,39.0,19,Lobaye
2020-08-01,2020,39,Bossembélé,0.0,0.0,47,1.0,18.0,1.0,7.0,0.0,0.0,,0.0,np,11.0,10.0,9.0,11.0,5,Lobaye
2020-06-03,2020,33,Ombella-M'Poko,0.0,0.0,74,1.0,212.0,0.0,1.0,1.0,3.0,,0.0,données non désagrégés par zs ni par viv vs décès,210.0,74.0,29.0,14.0,5,Lobaye
2020-06-21,2020,25,Ombella-M'Poko,3.0,0.0,133,1.0,24.0,0.0,49.0,0.0,7.0,,0.0,cte,77.0,177.0,74.0,56.0,0,Lobaye
2020-08-23,2020,29,Bossembélé,0.0,0.0,6,2.0,43.0,0.0,19.0,4.0,0.0,,,données non désagrégés par zs ni par viv vs décès,81.0,77.0,70.0,2.0,8,Ouaka
2020-09-28,2020,35,Vakaga,7.0,0.0,16,0.0,16.0,,39.0,3.0,6.0,,0.0,"1cte, 2cm",2.0,83.0,40.0,32.0,10,Ouaka
2020-07-23,2020,38,Ouaka,0.0,0.0,1,0.0,33.0,1.0,7.0,1.0,21.0,,2.0,"2cte, 2com",191.0,77.0,9.0,6.0,0,Lobaye
2020-07-30,2020,34,Bambio,0.0,0.0,5,0.0,24.0,0.0,3.0,0.0,2.0,,0.0,"1cte, 2cm",25.0,54.0,49.0,8.0,11,Lobaye
2020-09-28,2020,34,Bambio,0.0,0.0,7,0.0,21.0,0.0,0.0,1.0,1.0,,,données non désagrégés par zs ni par viv vs décès,36.0,106.0,34.0,7.0,28,Lobaye
2020-09-06,2020,25,Bambio,0.0,0.0,53,8.0,51.0,1.0,3.0,0.0,2.0,,1.0,"1cte, 2cm",49.0,34.0,129.0,1.0,9,Lobaye
2020-06-03,2020,25,Yaloke,0.0,0.0,11,2.0,66.0,0.0,3.0,0.0,27.0,,,données non désagrégés par zs ni par viv vs décès,12.0,111.0,5.0,44.0,30,Ouaka
2020-07-19,2020,35,Ouham-Pendé,24.0,,3,2.0,127.0,0.0,14.0,0.0,2.0,0.0,0.0,"1cte, 2cm",48.0,1.0,57.0,3.0,23,Lobaye
2020-09-19,2020,36,Ouham,0.0,0.0,33,2.0,22.0,4.0,10.0,3.0,4.0,,1.0,données non désagrégés par zs ni par viv vs décès,41.0,82.0,88.0,4.0,11,Ouaka
2020-06-25,2020,38,Bangui,0.0,0.0,90,2.0,55.0,0.0,2.0,3.0,,,1.0,"2cte, 2com",0.0,87.0,7.0,9.0,6,Ouaka
2020-07-05,2020,39,Damara,9.0,0.0,110,2.0,149.0,0.0,2.0,0.0,14.0,,4.0,cte,160.0,51.0,9.0,7.0,3,Ouaka
2020-09-08,2020,36,Bossembélé,0.0,0.0,17,0.0,141.0,0.0,9.0,0.0,0.0,,0.0,hgr,116.0,122.0,113.0,6.0,14,Ouaka
2020-09-01,2020,34,Ouaka,43.0,0.0,85,0.0,76.0,0.0,15.0,1.0,1.0,,2.0,admis nd,52.0,84.0,61.0,2.0,0,Ouaka
2020-09-23,2020,34,Ombella-M'Poko,3.0,0.0,107,0.0,72.0,0.0,7.0,1.0,33.0,0.0,2.0,admis nd,61.0,143.0,104.0,26.0,8,Ouaka
2020-06-03,2020,25,Vakaga,0.0,0.0,115,1.0,1.0,0.0,10.0,1.0,5.0,,0.0,"1cte, 2cm",7.0,57.0,263.0,14.0,1,Ouaka
2020-06-02,2020,27,Ouaka,0.0,0.0,10,0.0,41.0,0.0,21.0,0.0,4.0,,,np,11.0,44.0,57.0,6.0,34,Lobaye
2020-09-16,2020,39,Ouham,34.0,0.0,33,0.0,82.0,0.0,2.0,1.0,0.0,,1.0,"1cte, 2cm",27.0,72.0,16.0,24.0,3,Ouaka
2020-08-25,2020,39,Vakaga,0.0,0.0,6,0.0,8.0,1.0,3.0,0.0,14.0,,0.0,hgr wangata,47.0,32.0,37.0,1.0,2,Lobaye
2020-07-17,2020,33,Ouham-Pendé,1.0,0.0,121,1.0,10.0,0.0,3.0,0.0,11.0,,0.0,admis nd,3.0,112.0,130.0,7.0,2,Ouaka
2020-09-09,2020,27,Bambio,,0.0,122,,3.0,2.0,27.0,0.0,5.0,,,"1cte, 2cm",51.0,308.0,9.0,44.0,4,Ouaka
2020-06-03,2020,33,Ombella-M'Poko,0.0,0.0,23,0.0,27.0,1.0,2.0,0.0,1.0,,0.0,np,83.0,108.0,1.0,0.0,43,Lobaye
2020-07-17,2020,32,Bambari,0.0,3.0,56,0.0,64.0,2.0,40.0,2.0,6.0,1.0,0.0,données non désagrégés par zs ni par viv vs décès,82.0,70.0,69.0,35.0,19,Lobaye
2020-08-30,2020,39,Vakaga,0.0,0.0,107,0.0,74.0,1.0,24.0,0.0,0.0,,4.0,données non désagrégés par zs ni par viv vs décès,64.0,31.0,150.0,11.0,8,Ouaka
2020-09-26,2020,28,Damara,5.0,0.0,105,0.0,25.0,0.0,1.0,0.0,7.0,,0.0,np,3.0,82.0,49.0,11.0,12,Lobaye
2020-07-28,2020,32,Bossembélé,0.0,0.0,63,0.0,25.0,0.0,0.0,0.0,0.0,,0.0,"1cte, 2cm",5.0,24.0,52.0,12.0,2,Ouaka
2020-06-29,2020,39,Ombella-M'Poko,49.0,0.0,102,0.0,210.0,0.0,8.0,0.0,0.0,,0.0,"2cte, 2com",44.0,105.0,42.0,18.0,6,Lobaye
2020-07-26,2020,32,Ouham-Pendé,1.0,0.0,16,0.0,29.0,0.0,7.0,1.0,1.0,,0.0,"2cte, 2com",35.0,169.0,52.0,51.0,2,Lobaye
2020-07-21,2020,35,Bambio,0.0,0.0,96,2.0,54.0,0.0,37.0,0.0,36.0,,0.0,données non désagrégés par zs,95.0,361.0,94.0,2.0,10,Ouaka
2020-07-09,2020,30,Bambari,0.0,0.0,11,1.0,2.0,0.0,3.0,0.0,4.0,,5.0,"1cte, 2cm",40.0,13.0,115.0,26.0,0,Lobaye
2020-06-20,2020,36,Damara,0.0,0.0,52,3.0,15.0,0.0,1.0,0.0,6.0,,0.0,hgr,33.0,55.0,126.0,21.0,3,Lobaye
2020-06-11,2020,28,Bossembélé,0.0,0.0,110,3.0,22.0,3.0,5.0,0.0,15.0,,0.0,,2.0,7.0,110.0,3.0,21,Lobaye
2020-09-01,2020,27,Bambio,0.0,,129,0.0,71.0,0.0,6.0,1.0,3.0,2.0,0.0,admis nd,77.0,12.0,105.0,6.0,0,Lobaye
2020-08-29,2020,34,Bangui,0.0,0.0,12,0.0,3.0,2.0,60.0,0.0,3.0,,2.0,"1cte, 2cm",112.0,12.0,95.0,14.0,4,Lobaye
2020-07-15,2020,35,Damara,0.0,0.0,85,2.0,13.0,4.0,19.0,5.0,,,,données non désagrégés par zs,60.0,94.0,32.0,13.0,3,Lobaye
2020-07-31,2020,32,Vakaga,4.0,0.0,46,1.0,53.0,0.0,9.0,1.0,6.0,0.0,0.0,"1cte, 2cm",126.0,85.0,46.0,9.0,2,Ouaka
2020-06-09,2020,29,Yaloke,0.0,0.0,76,0.0,5.0,1.0,26.0,0.0,4.0,,0.0,cte,51.0,114.0,37.0,8.0,11,Ouaka
2020-09-13,2020,25,Ombella-M'Poko,28.0,0.0,7,0.0,166.0,0.0,113.0,0.0,17.0,,2.0,hgr,62.0,25.0,44.0,21.0,1,Lobaye
2020-08-06,2020,26,Ombella-M'Poko,0.0,0.0,18,1.0,45.0,1.0,4.0,0.0,25.0,0.0,10.0,hgr,214.0,110.0,20.0,1.0,1,Lobaye
2020-09-24,2020,29,Damara,105.0,0.0,17,1.0,4.0,0.0,7.0,1.0,13.0,0.0,0.0,cte,27.0,113.0,22.0,12.0,2,Lobaye
2020-09-23,2020,33,Bambio,3.0,,10,2.0,5.0,1.0,16.0,1.0,0.0,1.0,0.0,admis nd,5.0,5.0,58.0,9.0,2,Lobaye
2020-08-04,2020,33,Ouaka,0.0,0.0,73,0.0,4.0,0.0,0.0,0.0,0.0,,0.0,données non désagrégés par zs ni par viv vs décès,42.0,172.0,0.0,33.0,3,Lobaye
2020-08-15,2020,28,Bambio,0.0,,3,1.0,3.0,0.0,5.0,1.0,6.0,,0.0,admis nd,24.0,125.0,16.0,10.0,16,Lobaye
2020-08-26,2020,32,Bambio,0.0,0.0,36,0.0,16.0,2.0,10.0,0.0,1.0,,0.0,données non désagrégés par zs,26.0,69.0,3.0,14.0,19,Lobaye
2020-07-28,2020,26,Bambio,0.0,1.0,108,1.0,62.0,0.0,13.0,2.0,4.0,,1.0,cte,83.0,19.0,11.0,7.0,19,Ouaka
2020-06-15,2020,26,Bambio,10.0,0.0,22,0.0,111.0,1.0,19.0,1.0,6.0,1.0,0.0,cte,40.0,4.0,17.0,4.0,0,Ouaka
2020-07-28,2020,30,Ouham,0.0,0.0,118,0.0,22.0,0.0,26.0,6.0,7.0,,0.0,données non désagrégés par zs ni par viv vs décès,89.0,112.0,194.0,3.0,3,Ouaka
2020-09-14,2020,39,Bossembélé,0.0,0.0,0,2.0,50.0,1.0,2.0,2.0,0.0,0.0,0.0,données non désagrégés par zs ni par viv vs décès,90.0,45.0,94.0,15.0,14,Ouaka
2020-07-21,2020,29,Ouaka,8.0,0.0,11,1.0,34.0,4.0,13.0,0.0,0.0,,0.0,np,9.0,,113.0,2.0,1,Lobaye
2020-06-12,2020,27,Ouham-Pendé,1.0,,79,0.0,83.0,0.0,3.0,0.0,8.0,,0.0,"2cte, 2com",77.0,177.0,3.0,0.0,1,Lobaye
2020-09-11,2020,38,Bangui,0.0,0.0,11,0.0,14.0,,3.0,2.0,4.0,,0.0,"2cte, 2com",184.0,101.0,64.0,8.0,3,Ouaka
2020-07-01,2020,34,Ouham-Pendé,7.0,0.0,109,0.0,63.0,0.0,1.0,1.0,8.0,,0.0,données non désagrégés par zs ni par viv vs décès,55.0,13.0,74.0,10.0,17,Ouaka
2020-07-17,2020,32,Ouham,0.0,,38,0.0,81.0,3.0,2.0,0.0,2.0,,0.0,"2cte, 2com",44.0,110.0,79.0,9.0,7,Ouaka
2020-08-16,2020,37,Bambio,0.0,0.0,1,0.0,60.0,,56.0,1.0,0.0,,0.0,données non désagrégés par zs,55.0,61.0,18.0,5.0,2,Ouaka
2020-06-20,2020,39,Ombella-M'Poko,5.0,0.0,53,1.0,27.0,1.0,0.0,0.0,7.0,,1.0,"2cte, 2com",61.0,13.0,50.0,39.0,0,Ouaka
2020-07-10,2020,33,Bossembélé,81.0,0.0,2,3.0,202.0,0.0,3.0,0.0,8.0,,0.0,"2cte, 2com",18.0,69.0,29.0,5.0,0,Ouaka
2020-07-11,2020,26,Ombella-M'Poko,0.0,0.0,4,0.0,40.0,2.0,2.0,0.0,0.0,,0.0,"1cte, 2cm",64.0,45.0,95.0,13.0,8,Ouaka
2020-08-07,2020,30,Ouaka,13.0,0.0,158,0.0,2.0,2.0,19.0,0.0,5.0,,0.0,,109.0,32.0,6.0,7.0,4,Ouaka
2020-06-13,2020,38,Bossembélé,6.0,0.0,37,1.0,12.0,5.0,7.0,0.0,3.0,,0.0,données non désagrégés par zs ni par viv vs décès,104.0,61.0,40.0,0.0,0,Lobaye
2020-08-16,2020,30,Bambio,0.0,0.0,51,2.0,147.0,0.0,32.0,2.0,0.0,,0.0,"2cte, 2com",15.0,70.0,42.0,1.0,6,Ouaka
2020-09-12,2020,36,Ombella-M'Poko,0.0,0.0,85,,103.0,4.0,4.0,3.0,4.0,,0.0,"2cte, 2com",26.0,82.0,56.0,31.0,3,Ouaka
2020-08-05,2020,32,Bambari,43.0,0.0,4,2.0,26.0,3.0,9.0,1.0,0.0,,0.0,"1cte, 2cm",2.0,69.0,17.0,7.0,1,Lobaye
2020-07-13,2020,33,Ombella-M'Poko,0.0,0.0,100,0.0,24.0,0.0,2.0,0.0,2.0,,1.0,np,69.0,19.0,58.0,2.0,7,Ouaka
2020-06-19,2020,25,Bambio,0.0,0.0,82,0.0,46.0,0.0,12.0,,1.0,0.0,,admis nd,29.0,109.0,30.0,2.0,12,Lobaye
2020-07-21,2020,28,Yaloke,0.0,0.0,28,0.0,132.0,0.0,19.0,1.0,1.0,,0.0,données non désagrégés par zs,68.0,54.0,23.0,4.0,5,Ouaka
2020-08-12,2020,39,Bossembélé,0.0,0.0,30,1.0,4.0,1.0,1.0,0.0,1.0,,1.0,np,90.0,43.0,74.0,42.0,1,Ouaka
2020-08-16,2020,38,Yaloke,0.0,0.0,34,1.0,16.0,1.0,5.0,1.0,1.0,,0.0,"1cte, 2cm",89.0,131.0,7.0,9.0,2,Lobaye
2020-07-23,2020,37,Bossembélé,0.0,0.0,5,3.0,26.0,2.0,7.0,0.0,1.0,,0.0,données non désagrégés par zs,32.0,68.0,56.0,0.0,0,Lobaye
2020-07-11,2020,38,Ouham,0.0,0.0,5,0.0,110.0,2.0,18.0,1.0,0.0,,0.0,admis nd,35.0,88.0,37.0,1.0,57,Lobaye
2020-09-04,2020,32,Ouham-Pendé,,0.0,63,0.0,110.0,1.0,12.0,4.0,14.0,,0.0,admis nd,117.0,0.0,151.0,16.0,6,Lobaye
2020-07-19,2020,39,Ouham-Pendé,4.0,0.0,102,0.0,129.0,0.0,1.0,2.0,,,0.0,"2cte, 2com",30.0,80.0,39.0,8.0,8,Ouaka
2020-08-15,2020,30,Ombella-M'Poko,0.0,0.0,49,4.0,39.0,0.0,8.0,0.0,5.0,,1.0,cte,29.0,7.0,94.0,12.0,2,Ouaka
2020-06-06,2020,25,Yaloke,0.0,0.0,185,0.0,122.0,1.0,6.0,0.0,5.0,0.0,,cte,94.0,130.0,58.0,11.0,4,Ouaka
2020-07-17,2020,37,Bambari,0.0,0.0,34,2.0,45.0,3.0,8.0,0.0,0.0,,0.0,,9.0,54.0,29.0,12.0,7,Lobaye
2020-08-18,2020,30,Damara,10.0,0.0,114,0.0,47.0,0.0,0.0,1.0,11.0,,0.0,hgr,172.0,4.0,105.0,6.0,1,Ouaka
2020-06-13,2020,29,Vakaga,14.0,0.0,18,,9.0,0.0,46.0,1.0,6.0,,1.0,"1cte, 2cm",2.0,92.0,16.0,12.0,22,Ouaka
2020-08-11,2020,29,Bambari,0.0,0.0,71,1.0,40.0,0.0,21.0,0.0,,,0.0,cte,4.0,74.0,77.0,10.0,1,Ouaka
2020-08-15,2020,27,Ouham-Pendé,0.0,0.0,27,1.0,60.0,2.0,5.0,0.0,4.0,4.0,0.0,"1cte, 2cm",5.0,1.0,60.0,39.0,5,Lobaye
2020-09-19,2020,33,Ouham,65.0,0.0,129,2.0,31.0,0.0,26.0,0.0,,,0.0,"2cte, 2com",56.0,10.0,126.0,8.0,14,Ouaka
2020-06-14,2020,40,Ouaka,8.0,0.0,60,,78.0,0.0,6.0,0.0,0.0,,0.0,admis nd,86.0,,6.0,19.0,0,Lobaye
2020-07-14,2020,38,Bossembélé,25.0,0.0,3,0.0,101.0,4.0,2.0,0.0,2.0,,26.0,données non désagrégés par zs,59.0,5.0,5.0,10.0,5,Ouaka
2020-08-04,2020,34,Baboua,0.0,0.0,54,,31.0,0.0,19.0,0.0,8.0,0.0,1.0,cte,1.0,2.0,,16.0,19,Ouaka
2020-06-20,2020,39,Ouham-Pendé,2.0,0.0,59,0.0,59.0,,17.0,2.0,16.0,,4.0,données non désagrégés par zs,27.0,105.0,42.0,19.0,2,Lobaye
2020-08-27,2020,33,Yaloke,0.0,0.0,23,2.0,7.0,0.0,9.0,0.0,3.0,0.0,0.0,"1cte, 2cm",7.0,47.0,20.0,8.0,0,Ouaka
2020-08-14,2020,36,Ouham,16.0,0.0,204,1.0,122.0,2.0,5.0,1.0,0.0,,0.0,np,41.0,35.0,95.0,3.0,2,Lobaye
2020-08-14,2020,29,Damara,0.0,0.0,53,0.0,1.0,1.0,22.0,0.0,0.0,,,hgr,9.0,11.0,57.0,16.0,1,Ouaka
2020-08-13,2020,37,Ombella-M'Poko,0.0,0.0,12,0.0,44.0,0.0,3.0,0.0,2.0,,,"1cte, 2cm",82.0,113.0,30.0,7.0,0,Lobaye
2020-06-01,2020,34,Bambio,0.0,0.0,76,1.0,163.0,0.0,17.0,2.0,1.0,,,,10.0,74.0,,8.0,8,Ouaka
2020-06-12,2020,32,Bambio,11.0,0.0,8,1.0,21.0,1.0,15.0,0.0,7.0,,0.0,,76.0,83.0,127.0,5.0,7,Ouaka
2020-09-22,2020,35,Ombella-M'Poko,0.0,0.0,46,0.0,45.0,1.0,4.0,2.0,2.0,,0.0,,34.0,75.0,11.0,9.0,0,Ouaka
2020-07-17,2020,37,Damara,31.0,3.0,105,0.0,27.0,4.0,15.0,0.0,8.0,,0.0,"2cte, 2com",9.0,78.0,8.0,53.0,1,Lobaye
2020-09-19,2020,39,Bossembélé,25.0,,1,0.0,21.0,1.0,10.0,3.0,4.0,,0.0,admis nd,28.0,7.0,175.0,4.0,10,Lobaye
2020-06-28,2020,36,Bossembélé,0.0,0.0,74,0.0,73.0,0.0,18.0,1.0,0.0,,0.0,"2cte, 2com",58.0,123.0,21.0,72.0,3,Ouaka
2020-07-15,2020,37,Ombella-M'Poko,1.0,0.0,90,0.0,82.0,,1.0,1.0,2.0,,0.0,"2cte, 2com",58.0,112.0,94.0,18.0,6,Lobaye
2020-06-05,2020,27,Ombella-M'Poko,9.0,0.0,87,0.0,87.0,0.0,7.0,0.0,2.0,,5.0,cte,27.0,47.0,12.0,12.0,3,Lobaye
