X,regiao,estado,municipio,coduf,codmun,codRegiaoSaude,nomeRegiaoSaude,data,semanaEpi,populacaoTCU2019,casosAcumulado,casosNovos,obitosAcumulado,obitosNovos,Recuperadosnovos,emAcompanhamentoNovos,interior.metropolitana
341.0,Norte,AM,,13,,,,2020-07-22,17,210147125,29117,476,135793.0,3.0,,,
156.0,Norte,AM,,13,,,,2020-06-13,26,881935,364,26,431.0,0.0,,635818.0,
555.0,Norte,,,12,,,,2020-09-10,27,881935,3,57,170769.0,1.0,,700095.0,
266.0,Norte,AM,,76,,,,2020-05-30,30,1777225,13146,271,608.0,1233.0,35935.0,,
435.0,Norte,,,12,,,,2020-06-22,28,210147125,100940,95,1004.0,2.0,3317227.0,663680.0,
678.0,Norte,AC,,76,,,,2020-04-21,33,210147125,33976,35918,84082.0,525.0,,,
568.0,Norte,RO,,76,,,,2020-07-12,20,1777225,8457,1461,32548.0,0.0,,669414.0,
785.0,Norte,,,76,,,,2020-10-24,13,210147125,111,22282,1497.0,0.0,,,
151.0,Norte,AC,,13,,,,2020-07-17,38,1777225,11925,191,1513.0,0.0,,,
376.0,Norte,RO,,13,,,,2020-08-09,42,1777225,59196,390,0.0,1.0,,,
298.0,Norte,RO,,12,,,,2020-08-17,41,881935,5863093,204,3008.0,0.0,125960.0,,
634.0,Norte,AC,,76,,,,2020-10-20,46,210147125,1694,167,682.0,0.0,,,
24.0,Norte,RO,,12,,,,2020-11-17,27,1777225,13,18,2.0,1156.0,,,
717.0,Norte,RO,,12,,,,2020-08-30,22,881935,1713160,3257,3023.0,0.0,,,
800.0,Norte,AM,,12,,,,2020-04-21,24,210147125,7242,559,636.0,5.0,1123204.0,,
311.0,Norte,AC,,11,,,,2020-06-12,10,4144597,12056,24052,53.0,14.0,,,
678.0,Norte,AM,,11,,,,2020-09-12,18,881935,17181,24,430.0,0.0,,,
367.0,Norte,RO,,11,,,,2020-06-15,43,210147125,63731,953,3224.0,0.0,,,
626.0,Brasil,AC,,11,,,,2020-07-28,30,1777225,4330455,253,2650.0,2.0,,,
988.0,Norte,RO,,12,,,,2020-05-22,25,4144597,13715,48105,82771.0,1212.0,,,
162.0,Norte,RO,,11,,,,2020-09-25,16,881935,4256,2,148957.0,5.0,116683.0,,
323.0,Norte,RO,,12,,,,2020-05-03,26,210147125,8109,0,659.0,8.0,,,
719.0,Norte,RO,,11,,,,2020-06-19,9,881935,95424,463,255.0,0.0,,15015.0,
853.0,Norte,AM,,13,,,,2020-07-16,11,1777225,1128,38,161106.0,0.0,,,
89.0,Norte,RO,,12,,,,2020-11-16,40,881935,27061,347,150198.0,4.0,5445095.0,,
991.0,Norte,AC,,11,,,,2020-05-12,39,881935,100140,481,104201.0,571.0,,,
415.0,Norte,RO,,13,,,,2020-06-22,13,1777225,3833,23976,0.0,1.0,,,
923.0,Norte,RO,,11,,,,2020-06-28,21,210147125,30638,37614,135.0,7.0,67384.0,,
962.0,Norte,RO,,76,,,,2020-09-16,47,881935,1050,6633,2052.0,19.0,,,
587.0,Norte,RO,,76,,,,2020-04-21,9,210147125,943,0,387.0,0.0,,27531.0,
558.0,Norte,AM,,11,,,,2020-04-03,10,210147125,2482,470,131625.0,0.0,5104195.0,,
698.0,Norte,AC,,76,,,,2020-10-16,25,1777225,5717,8,39.0,5.0,,,
765.0,Norte,AM,,76,,,,2020-05-20,40,1777225,4942,289,675.0,0.0,,,
509.0,Norte,AC,,11,,,,2020-06-26,32,210147125,3501975,23227,287.0,2.0,,,
345.0,Norte,,,11,,,,2020-04-14,37,4144597,29117,139,391.0,63.0,,,
980.0,Norte,,,76,,,,2020-03-17,41,1777225,9056,174,2.0,3.0,,,
397.0,Norte,AM,,12,,,,2020-11-19,13,1777225,35053,0,1125.0,231.0,,,
176.0,Norte,RO,,76,,,,2020-06-25,17,881935,0,0,0.0,18.0,,504161.0,
73.0,Norte,AC,,11,,,,2020-09-13,33,881935,55111,362,2.0,140.0,,519224.0,
212.0,Norte,AC,,13,,,,2020-04-20,45,1777225,14622,643,23473.0,1282.0,,,
796.0,Norte,RO,,11,,,,2020-04-06,27,881935,29301,802,25.0,0.0,,564665.0,
729.0,Norte,AC,,12,,,,2020-10-30,35,210147125,23665,160,0.0,0.0,4635315.0,,
128.0,Norte,AC,,76,,,,2020-05-28,26,1777225,0,237,6329.0,26.0,,,
459.0,Norte,AM,,76,,,,2020-03-18,16,881935,43195,45048,659.0,16.0,,,
626.0,Brasil,RO,,76,,,,2020-08-14,44,210147125,28030,50,170115.0,4.0,,,
238.0,Norte,RO,,11,,,,2020-10-28,45,210147125,68393,345,699.0,6.0,,616014.0,
393.0,Norte,RO,,13,,,,2020-10-30,30,1777225,54205,150,1430.0,4.0,,,
11.0,Norte,,,76,,,,2020-10-13,14,1777225,1448753,353,378.0,5.0,,,
450.0,Norte,AM,,11,,,,2020-08-15,45,1777225,69213,253,0.0,5.0,,,
820.0,Norte,AC,,76,,,,2020-07-29,48,4144597,4197889,5514,1087.0,2.0,,,
563.0,Norte,AC,,12,,,,2020-04-12,38,881935,12304,1930,548.0,1223.0,4135088.0,,
157.0,Norte,,,12,,,,2020-05-27,28,210147125,64306,23227,107232.0,0.0,3820095.0,,
762.0,Norte,AC,,12,,,,2020-03-15,38,4144597,28672,20647,309.0,5.0,,,
152.0,Norte,AC,,76,,,,2020-10-03,16,1777225,1484,0,801.0,909.0,,,
5.0,Norte,AC,,12,,,,2020-05-01,38,4144597,75182,0,19.0,1.0,,,
949.0,Norte,RO,,11,,,,2020-02-26,12,881935,4528240,16,0.0,6.0,,,
569.0,Norte,AC,,76,,,,2020-05-12,19,4144597,62902,10,29.0,45.0,,,
488.0,Norte,AC,,76,,,,2020-05-16,14,210147125,22241,17078,674.0,1031.0,3278918.0,,
579.0,Norte,AM,,12,,,,2020-05-28,40,4144597,72295,0,918.0,9.0,,468776.0,
502.0,Norte,AC,,11,,,,2020-08-26,44,210147125,19677,14318,940.0,1.0,,,
338.0,Norte,AC,,12,,,,2020-08-31,18,1777225,70461,25,87.0,7.0,,,
377.0,Brasil,AM,,11,,,,2020-04-05,47,210147125,43,512,77851.0,447.0,,,
149.0,Norte,RO,,11,,,,2020-05-24,39,881935,29050,15726,0.0,836.0,,130840.0,
513.0,Norte,RO,,76,,,,2020-10-10,41,210147125,50147,68,521.0,23.0,,784695.0,
136.0,Norte,AM,,11,,,,2020-07-29,14,1777225,411821,23227,555.0,7.0,,647441.0,
617.0,Norte,AM,,11,,,,2020-11-03,34,1777225,636,39,635.0,4.0,,474328.0,
80.0,Norte,,,11,,,,2020-04-17,24,881935,2610102,749,607.0,0.0,4391424.0,,
895.0,Norte,AM,,11,,,,2020-03-15,23,881935,39893,32,530.0,0.0,3851227.0,,
729.0,Norte,RO,,12,,,,2020-08-14,45,210147125,5748375,93,1924.0,0.0,5407498.0,,
850.0,Brasil,AC,,13,,,,2020-07-17,32,881935,103269,241,5017.0,3.0,,,
819.0,Norte,AC,,12,,,,2020-11-04,45,4144597,128,350,51271.0,36.0,,367514.0,
319.0,Norte,RO,,13,,,,2020-09-10,23,1777225,70887,28629,0.0,9.0,,,
195.0,Norte,AM,,76,,,,2020-05-02,19,881935,20406,187,21.0,703.0,,,
288.0,Norte,,,76,,,,2020-08-08,34,4144597,27050,42223,23473.0,0.0,,,
71.0,Brasil,RO,,11,,,,2020-09-11,17,210147125,0,486,7921.0,15.0,,,
444.0,Norte,AC,,76,,,,2020-04-06,17,1777225,291,426,675.0,1075.0,,,
896.0,Norte,AC,,11,,,,2020-04-03,20,210147125,68612,4,1193.0,807.0,,,
969.0,Norte,RO,,12,,,,2020-10-26,11,4144597,30951,612,2862.0,42.0,84970.0,817642.0,
670.0,Norte,RO,,13,,,,2020-11-21,17,210147125,4160,50644,90.0,6.0,,,
702.0,Norte,AC,,76,,,,2020-10-12,47,881935,3,13,535.0,14.0,,,
710.0,Norte,AM,,12,,,,2020-08-17,31,1777225,140,165,21.0,0.0,,,
857.0,Norte,AC,,76,,,,2020-09-18,42,4144597,12599,686,54971.0,14.0,,174412.0,
665.0,Norte,,,76,,,,2020-10-14,23,210147125,12,118,237.0,754.0,,146863.0,
503.0,Brasil,RO,,11,,,,2020-06-12,18,881935,58509,1421,966.0,11.0,,,
455.0,Norte,RO,,12,,,,2020-06-16,49,210147125,1755779,183,1.0,26.0,,,
141.0,Norte,AC,,11,,,,2020-03-13,36,881935,22241,0,17971.0,0.0,,,
636.0,Norte,RO,,12,,,,2020-05-18,30,881935,3833,0,150488.0,0.0,,,
816.0,Norte,AM,,76,,,,2020-10-11,42,1777225,65673,723,679.0,0.0,3397234.0,,
191.0,Norte,RO,,12,,,,2020-08-10,48,210147125,24840,49298,3.0,0.0,,,
99.0,Norte,AC,,76,,,,2020-07-28,18,881935,3493,0,0.0,9.0,,,
139.0,Norte,RO,,11,,,,2020-09-11,47,210147125,24638,424,0.0,1.0,3945627.0,,
659.0,Brasil,RO,,76,,,,2020-07-07,47,210147125,34873,0,2363.0,0.0,1209208.0,794476.0,
336.0,Norte,,,11,,,,2020-10-09,10,881935,5,104,409.0,1.0,,,
325.0,Norte,AC,,13,,,,2020-03-07,11,1777225,5945849,130,1193.0,0.0,,,
182.0,Norte,AC,,11,,,,2020-10-28,19,881935,0,19,1087.0,0.0,,,
852.0,Norte,AC,,12,,,,2020-07-29,30,881935,23322,47898,133119.0,0.0,,736264.0,
133.0,Norte,AC,,12,,,,2020-08-30,37,210147125,33976,410,674.0,4.0,4934548.0,,
174.0,Norte,AM,,11,,,,2020-08-14,37,210147125,75182,22294,237.0,611.0,,,
853.0,Norte,AM,,11,,,,2020-10-05,48,1777225,26176,627,0.0,10.0,,,
137.0,Norte,RO,,13,,,,2020-08-17,46,1777225,55111,36157,460.0,17.0,,,
959.0,Brasil,AC,,76,,,,2020-09-23,36,881935,943,13,158969.0,0.0,,,
754.0,Norte,AM,,76,,,,2020-06-01,18,1777225,3862,33846,0.0,2.0,1020901.0,,
318.0,Norte,AC,,76,,,,2020-10-13,34,210147125,17979,19,2.0,14.0,4817898.0,,
146.0,Brasil,AC,,76,,,,2020-08-14,12,881935,16080,226,0.0,7.0,1844051.0,,
28.0,Norte,RO,,11,,,,2020-08-05,10,1777225,0,151,46510.0,2.0,,,
792.0,Norte,AC,,76,,,,2020-07-21,20,1777225,25,199,1455.0,217.0,,17533.0,
532.0,Norte,,,12,,,,2020-11-01,41,210147125,74598,19814,0.0,2.0,3992886.0,,
483.0,Norte,,,76,,,,2020-10-30,48,881935,29765,214,207.0,2.0,,,
936.0,Norte,AC,,13,,,,2020-05-26,22,881935,7525,330,67.0,3.0,4980942.0,,
873.0,Norte,AC,,11,,,,2020-08-08,34,881935,5545705,41857,569.0,4.0,,,
808.0,Norte,AM,,12,,,,2020-11-24,25,210147125,66501,0,158969.0,611.0,463474.0,,
165.0,Norte,RO,,11,,,,2020-03-23,47,1777225,72827,262,138108.0,60.0,4040949.0,,
964.0,Norte,AC,,11,,,,2020-11-16,25,4144597,75652,605,589.0,10.0,,,
126.0,Norte,RO,,11,,,,2020-11-26,30,1777225,29718,36303,784.0,0.0,,,
179.0,Norte,AC,,76,,,,2020-03-30,45,881935,0,3,72833.0,572.0,927292.0,,
989.0,Norte,AM,,11,,,,2020-08-15,35,210147125,14353,22294,150198.0,16.0,852816.0,,
142.0,Norte,RO,,76,,,,2020-07-29,39,881935,34626,126,1.0,0.0,,,
462.0,Norte,AC,,76,,,,2020-08-04,23,881935,79167,13140,21046.0,7.0,4391424.0,,
582.0,Norte,,,76,,,,2020-03-19,27,1777225,64,214,0.0,10.0,,,
657.0,Brasil,AM,,76,,,,2020-05-12,33,881935,1,70,0.0,15.0,,624872.0,
210.0,Norte,,,11,,,,2020-08-21,19,881935,11,232,751.0,55.0,4135088.0,421919.0,
151.0,Norte,,,11,,,,2020-05-25,28,1777225,58509,496,0.0,3.0,,,
640.0,Brasil,AC,,76,,,,2020-08-18,27,210147125,1612,41576,2.0,49.0,,,
452.0,Norte,,,76,,,,2020-11-05,47,881935,22516,0,521.0,0.0,5133155.0,,
687.0,Norte,AM,,11,,,,2020-10-31,20,210147125,70887,1198,3.0,855.0,5512847.0,,
27.0,Norte,,,11,,,,2020-04-09,38,4144597,4160,333,679.0,611.0,,,
119.0,Norte,RO,,76,,,,2020-05-19,31,210147125,77615,250,135793.0,3.0,379245.0,629324.0,
608.0,Norte,AM,,13,,,,2020-06-07,22,1777225,26728,0,2183.0,15.0,1844051.0,,
113.0,Norte,RO,,13,,,,2020-08-07,10,1777225,0,1832,116580.0,4.0,,,
973.0,Norte,AM,,12,,,,2020-10-28,14,1777225,27885,325,1207.0,3.0,,657297.0,
208.0,Norte,RO,,11,,,,2020-05-10,22,1777225,2394513,1615,0.0,0.0,,,
924.0,Norte,AM,,11,,,,2020-09-30,24,210147125,15827,4751,653.0,1.0,,,
108.0,Norte,AC,,13,,,,2020-09-30,15,210147125,78470,209,23473.0,29.0,,,
66.0,Norte,AC,,11,,,,2020-06-01,38,210147125,101,36,113358.0,6.0,,,
798.0,Norte,,,12,,,,2020-06-23,46,4144597,3109,51,21.0,1175.0,,,
713.0,Norte,AM,,76,,,,2020-09-27,16,881935,2,0,101049.0,0.0,,,
948.0,Norte,RO,,12,,,,2020-04-14,20,1777225,0,6,2772.0,10.0,283952.0,,
945.0,Brasil,RO,,76,,,,2020-10-12,15,881935,13804,785,640.0,0.0,1078763.0,,
385.0,Norte,AC,,76,,,,2020-03-05,36,210147125,32,67,2792.0,2.0,,,
89.0,Norte,RO,,76,,,,2020-09-28,44,4144597,4495183,18,245.0,27.0,,600420.0,
393.0,Norte,,,12,,,,2020-10-12,18,1777225,29031,0,640.0,8.0,,,
376.0,Norte,AC,,11,,,,2020-09-11,32,1777225,9534,462,169485.0,14.0,,631902.0,
493.0,Norte,RO,,12,,,,2020-04-19,33,881935,52849,47898,675.0,15.0,,,
6.0,Norte,AM,,12,,,,2020-11-25,16,210147125,200,41008,657.0,1.0,,,
463.0,Norte,AM,,11,,,,2020-06-27,24,4144597,68126,1261,14817.0,1.0,,,
178.0,Norte,,,12,,,,2020-03-05,13,1777225,22132,132,0.0,8.0,,,
270.0,Norte,RO,,13,,,,2020-04-12,34,4144597,75945,43773,814.0,1262.0,,,
739.0,Norte,AM,,12,,,,2020-08-30,41,210147125,36599,145,22013.0,0.0,,364575.0,
718.0,Norte,AM,,11,,,,2020-05-14,28,1777225,393,0,7.0,0.0,,,
484.0,Norte,AM,,12,,,,2020-03-30,14,210147125,70350,403,13993.0,44.0,,633156.0,
819.0,Norte,RO,,13,,,,2020-02-26,23,881935,52,138,0.0,231.0,,,
755.0,Norte,,,76,,,,2020-10-21,42,4144597,102124,400,165.0,1.0,,,
902.0,Norte,,,76,,,,2020-04-25,9,1777225,71496,42223,171.0,128.0,89672.0,570251.0,
933.0,Norte,AC,,13,,,,2020-03-14,32,4144597,44010,146,11.0,2.0,,,
92.0,Norte,AC,,12,,,,2020-08-07,28,210147125,32113,296,67.0,612.0,,561255.0,
953.0,Norte,AM,,11,,,,2020-08-18,27,881935,168331,100,2315.0,552.0,,,
113.0,Norte,AC,,11,,,,2020-04-04,19,881935,17462,175,25.0,3.0,,14062.0,
884.0,Brasil,RO,,13,,,,2020-11-05,39,1777225,5409854,0,940.0,990.0,,464923.0,
253.0,Norte,AC,,13,,,,2020-05-12,48,881935,41239,0,26754.0,1185.0,25318.0,,
87.0,Norte,RO,,12,,,,2020-05-20,11,881935,5477,249,0.0,1.0,,,
550.0,Norte,AM,,11,,,,2020-08-08,46,881935,0,785,0.0,6.0,,,
203.0,Norte,RO,,76,,,,2020-07-29,30,881935,3343,46,455.0,0.0,32544.0,,
607.0,Norte,AC,,12,,,,2020-07-26,18,4144597,25668,11687,722.0,20.0,,,
154.0,Norte,RO,,12,,,,2020-04-12,29,881935,11925,23284,7321.0,96.0,,,
364.0,Norte,RO,,76,,,,2020-04-01,21,881935,19271,225,446.0,26.0,30152.0,,
972.0,Norte,AC,,76,,,,2020-03-19,12,881935,22957,16,0.0,0.0,,,
746.0,Norte,AC,,11,,,,2020-10-11,27,881935,70,33274,1294.0,42.0,,,
272.0,Norte,AM,,12,,,,2020-09-11,30,1777225,0,156,2918.0,0.0,,,
975.0,Norte,AC,,11,,,,2020-11-02,38,881935,0,279,1457.0,381.0,,,
696.0,Norte,AC,,11,,,,2020-06-28,40,1777225,1,0,0.0,0.0,,,
971.0,Norte,RO,,76,,,,2020-08-06,43,881935,3532330,1089,2575.0,1.0,,51131.0,
914.0,Norte,RO,,11,,,,2020-04-25,12,210147125,3846153,43718,552.0,0.0,,,
993.0,Norte,RO,,76,,,,2020-04-25,25,4144597,4495183,138,160253.0,1.0,,476759.0,
182.0,Norte,,,13,,,,2020-05-01,25,1777225,2912212,16207,1223.0,1.0,4433595.0,817642.0,
595.0,Norte,RO,,76,,,,2020-11-03,32,4144597,1612,271,135.0,11.0,,,
418.0,Norte,,,13,,,,2020-08-18,40,881935,30217,18947,966.0,9.0,,,
181.0,Norte,RO,,11,,,,2020-04-20,26,881935,102124,18508,1482.0,2.0,,,
577.0,Norte,RO,,76,,,,2020-06-17,26,1777225,33508,155,61884.0,12.0,,,
802.0,Norte,AC,,12,,,,2020-05-30,27,881935,5545705,158,1277.0,1.0,,,
138.0,Norte,RO,,76,,,,2020-07-27,16,1777225,4880523,93,19.0,4.0,,,
103.0,Norte,AM,,12,,,,2020-05-13,32,881935,11224,154,4.0,13.0,,525748.0,
295.0,Norte,AM,,12,,,,2020-10-17,40,210147125,4337,45392,3.0,716.0,,,
694.0,Norte,AC,,12,,,,2020-03-19,19,1777225,27917,52383,565.0,45.0,,,
680.0,Norte,AM,,12,,,,2020-08-13,15,881935,70461,1,651.0,6.0,,,
146.0,Norte,AC,,76,,,,2020-06-18,16,1777225,1302,95,165658.0,1.0,,,
819.0,Norte,RO,,11,,,,2020-10-12,12,210147125,44372,0,1455.0,1.0,3671128.0,,
215.0,Norte,RO,,11,,,,2020-04-08,40,1777225,1396,258,426.0,0.0,,,
625.0,Norte,RO,,11,,,,2020-09-21,36,210147125,260,232,46510.0,0.0,549386.0,,
979.0,Norte,AM,,11,,,,2020-04-27,24,881935,33682,24858,304.0,1349.0,,,
412.0,Norte,AC,,76,,,,2020-04-10,22,1777225,22435,362,674.0,0.0,4060088.0,,
804.0,Norte,,,12,,,,2020-10-15,47,881935,36599,129,0.0,4.0,,,
399.0,Norte,RO,,12,,,,2020-03-18,40,881935,47,139,657.0,19.0,,758474.0,
34.0,Norte,AM,,11,,,,2020-07-22,33,881935,3012412,3503,2250.0,16.0,,752004.0,
131.0,Norte,,,13,,,,2020-07-24,40,881935,62697,108,150488.0,8.0,,651666.0,
405.0,Norte,AC,,12,,,,2020-07-03,24,1777225,30638,0,1736.0,3.0,,478717.0,
845.0,Norte,,,76,,,,2020-09-10,47,4144597,756,122,0.0,0.0,,,
54.0,Norte,AM,,12,,,,2020-06-26,26,881935,163,0,467.0,0.0,,,
975.0,Norte,AC,,13,,,,2020-07-21,28,210147125,4810935,89,1050.0,1.0,,,
739.0,Norte,,,12,,,,2020-06-28,29,210147125,151,13140,0.0,15.0,,,
453.0,Norte,,,76,,,,2020-07-29,24,881935,6020164,14,134106.0,6.0,4526975.0,631902.0,
771.0,Norte,AC,,76,,,,2020-07-29,29,4144597,33156,158,2780.0,8.0,,,
655.0,Norte,,,12,,,,2020-07-02,30,881935,3908272,219,22013.0,6.0,,,
681.0,Norte,AC,,76,,,,2020-10-13,40,881935,36849,21432,5.0,71.0,441729.0,,
390.0,Norte,AC,,76,,,,2020-06-01,11,4144597,70600,35816,521.0,366.0,3097734.0,,
894.0,Norte,AC,,13,,,,2020-09-10,16,1777225,25469,15654,3252.0,5.0,59297.0,,
721.0,Norte,AC,,12,,,,2020-05-03,44,210147125,17462,373,656.0,1.0,,494105.0,
354.0,Norte,,,13,,,,2020-03-22,12,210147125,32,0,76.0,3.0,,529852.0,
251.0,Norte,AC,,76,,,,2020-03-02,48,210147125,58018,33057,3193.0,0.0,,,
804.0,Norte,AC,,76,,,,2020-04-01,31,1777225,4256,0,1534.0,0.0,,,
798.0,Norte,RO,,13,,,,2020-08-01,30,210147125,100940,0,0.0,8.0,,,
511.0,Norte,AM,,76,,,,2020-10-18,27,210147125,25443,132,254.0,0.0,4934548.0,,
22.0,Norte,RO,,13,,,,2020-07-28,11,881935,23146,105,12400.0,6.0,,,
880.0,Norte,,,76,,,,2020-08-13,32,881935,50514,28633,145987.0,2.0,,,
856.0,Norte,AM,,76,,,,2020-07-22,37,881935,11865,18947,710.0,0.0,,663680.0,
137.0,Norte,AM,,11,,,,2020-04-18,27,1777225,330890,0,142921.0,1163.0,,,
27.0,Norte,AC,,13,,,,2020-10-04,37,881935,28805,28633,419.0,14.0,1844051.0,,
124.0,Norte,,,12,,,,2020-06-29,30,4144597,48923,104,1460.0,549.0,,,
410.0,Norte,RO,,76,,,,2020-05-25,27,210147125,0,18,3183.0,5.0,79479.0,118436.0,
457.0,Norte,RO,,11,,,,2020-04-28,29,4144597,4419083,478,476.0,7.0,,268714.0,
587.0,Norte,,,76,,,,2020-06-06,12,1777225,31248,82,27878.0,1352.0,3820095.0,,
69.0,Norte,AM,,13,,,,2020-09-03,36,1777225,0,13,993.0,0.0,,,
281.0,Norte,AC,,76,,,,2020-04-11,36,1777225,78470,16,160496.0,0.0,,,
285.0,Norte,RO,,11,,,,2020-04-11,33,881935,86944,163,56.0,5.0,,,
799.0,Norte,RO,,11,,,,2020-08-18,21,210147125,4544629,585,2671.0,587.0,,,
502.0,Norte,RO,,11,,,,2020-09-04,45,210147125,32935,12342,1416.0,2.0,,,
489.0,Norte,RO,,76,,,,2020-10-03,41,881935,241080,47161,126960.0,5.0,,,
696.0,Norte,AM,,11,,,,2020-05-12,31,210147125,5748375,89,686.0,11.0,5429158.0,454639.0,
271.0,Norte,RO,,11,,,,2020-09-27,40,1777225,2012151,15726,124.0,754.0,,,
738.0,Norte,RO,,11,,,,2020-04-25,21,881935,28802,147,41.0,4.0,,,
66.0,Norte,RO,,76,,,,2020-09-07,22,881935,363211,211,2575.0,1272.0,,,
714.0,Brasil,AM,,76,,,,2020-03-03,47,210147125,11,92,207.0,0.0,4180376.0,,
801.0,Brasil,AC,,12,,,,2020-10-21,41,1777225,17202,818,101.0,3.0,,,
78.0,Norte,RO,,12,,,,2020-09-28,18,881935,733,0,201.0,11.0,,,
52.0,Norte,RO,,11,,,,2020-05-13,27,210147125,3532330,115,667.0,0.0,,533597.0,
842.0,Norte,AM,,11,,,,2020-07-31,26,1777225,6,0,0.0,1253.0,158593.0,,
359.0,Norte,,,12,,,,2020-10-21,20,210147125,3997865,144,1050.0,2.0,,521487.0,
885.0,Norte,RO,,12,,,,2020-09-28,32,4144597,47288,670,636.0,0.0,,,
375.0,Norte,RO,,12,,,,2020-07-27,20,1777225,6072,8429,136.0,1.0,,,
282.0,Norte,RO,,76,,,,2020-03-31,42,881935,48232,1559,0.0,0.0,,,
454.0,Norte,AM,,13,,,,2020-03-31,38,881935,25,7,11123.0,301.0,,,
890.0,Norte,RO,,12,,,,2020-03-09,18,1777225,30642,0,4.0,1.0,,,
16.0,Norte,AC,,13,,,,2020-08-15,32,881935,5353656,17078,158456.0,1272.0,3210405.0,,
550.0,Norte,RO,,12,,,,2020-09-30,43,4144597,69531,13371,425.0,141.0,,,
403.0,Norte,,,11,,,,2020-08-02,9,1777225,2234,2,49976.0,8.0,,,
559.0,Norte,RO,,76,,,,2020-08-25,34,881935,25877,163,1148.0,559.0,,512272.0,
16.0,Norte,RO,,11,,,,2020-05-03,23,881935,1694,2763,42720.0,7.0,1123204.0,,
667.0,Norte,,,11,,,,2020-05-20,48,210147125,0,106,94665.0,2.0,,,
365.0,Norte,AC,,13,,,,2020-05-25,29,1777225,151,0,2512.0,8.0,,,
117.0,Norte,AM,,11,,,,2020-11-18,17,1777225,2888,33431,141406.0,73.0,507200.0,669239.0,
128.0,Norte,AC,,76,,,,2020-08-15,15,881935,899,78,100477.0,4.0,,,
208.0,Norte,,,11,,,,2020-04-12,12,1777225,78788,375,194.0,432.0,,,
181.0,Norte,RO,,76,,,,2020-06-20,11,1777225,3833,2,3063.0,0.0,4568813.0,,
816.0,Norte,RO,,13,,,,2020-10-10,22,210147125,645771,30925,723.0,6.0,673729.0,,
313.0,Brasil,,,76,,,,2020-11-07,45,881935,69893,0,16118.0,49.0,,,
723.0,Norte,AM,,76,,,,2020-04-07,18,210147125,12180,630,1289.0,1179.0,,,
483.0,Norte,RO,,11,,,,2020-03-01,48,1777225,34873,737,3.0,565.0,,,
609.0,Norte,RO,,11,,,,2020-05-25,32,881935,12599,2,0.0,16.0,,,
908.0,Norte,,,12,,,,2020-05-22,10,4144597,68823,364,378.0,1.0,2670755.0,,
192.0,Norte,AC,,12,,,,2020-10-09,36,1777225,1484,0,51271.0,21.0,3031626.0,27531.0,
65.0,Norte,RO,,11,,,,2020-08-14,44,210147125,3417,159,501.0,749.0,,,
352.0,Norte,RO,,12,,,,2020-05-03,30,210147125,9642,0,378.0,5.0,,,
985.0,Norte,AC,,76,,,,2020-03-07,29,4144597,0,120,0.0,449.0,,,
135.0,Norte,AC,,11,,,,2020-05-10,16,881935,13010,264,1430.0,0.0,,,
75.0,Norte,AC,,13,,,,2020-03-02,12,4144597,18392,852,151.0,3.0,,,
153.0,Norte,AM,,11,,,,2020-11-29,33,210147125,636,50230,693.0,8.0,,,
724.0,Norte,AM,,76,,,,2020-09-14,23,881935,311,0,0.0,114.0,,,
787.0,Norte,RO,,13,,,,2020-05-30,12,4144597,45757,209,3039.0,5.0,,530480.0,
795.0,Norte,RO,,76,,,,2020-07-13,31,4144597,5273954,179,548.0,1473.0,,,
862.0,Norte,RO,,11,,,,2020-09-11,11,210147125,5494376,103,3.0,381.0,,402823.0,
526.0,Norte,AM,,11,,,,2020-08-21,30,881935,95424,369,874.0,2.0,,,
499.0,Norte,AM,,76,,,,2020-05-11,26,881935,35,2,22666.0,1.0,,,
,Norte,AC,,12,,,,2020-09-11,30,881935,904,379,154176.0,2.0,,,
861.0,Norte,AM,,12,,,,2020-04-12,42,1777225,19638,33274,126203.0,1.0,5429158.0,,
273.0,Norte,AM,,76,,,,2020-06-25,18,210147125,78788,350,107852.0,623.0,,,
713.0,Norte,AM,,76,,,,2020-05-28,26,210147125,24,71,150998.0,0.0,,,
399.0,Norte,RO,,12,,,,2020-10-09,44,1777225,70350,80,64265.0,0.0,,,
280.0,Norte,RO,,12,,,,2020-09-26,48,4144597,0,1,1413.0,9.0,,485035.0,
596.0,Norte,RO,,76,,,,2020-03-27,42,1777225,7021,6633,622.0,166.0,4972898.0,48872.0,
506.0,Norte,RO,,12,,,,2020-07-30,21,881935,19677,930,1398.0,8.0,4619560.0,512272.0,
4.0,Norte,RO,,13,,,,2020-09-20,23,4144597,50995,31553,1464.0,1141.0,,,
518.0,Norte,,,11,,,,2020-08-22,34,881935,2044,150,25.0,8.0,,,
452.0,Norte,,,76,,,,2020-04-01,11,881935,35756,237,663.0,627.0,,,
816.0,Norte,,,11,,,,2020-08-31,37,881935,70600,103,0.0,3.0,,,
327.0,Norte,AM,,11,,,,2020-07-10,28,4144597,25,13,3.0,4.0,,,
871.0,Norte,,,12,,,,2020-07-26,40,210147125,0,230,1511.0,1.0,,,
748.0,Norte,RO,,12,,,,2020-03-23,33,210147125,29117,168,18859.0,1141.0,,,
538.0,Norte,AM,,11,,,,2020-06-12,17,210147125,25367,207,3278.0,68.0,,,
516.0,Brasil,AM,,11,,,,2020-11-25,28,1777225,7,800,60632.0,3.0,,,
25.0,Brasil,RO,,76,,,,2020-08-13,40,1777225,4315687,1,1124.0,921.0,,,
