date,county,state,fips,cases,deaths
30/01/2020,District of Columbia,Illinois,25025.0,1,0
15/02/2020,San Francisco,Arizona,6075.0,2,0
30/01/2020,Klamath,Nebraska,4013.0,4,0
27/02/2020,Tulsa,Massachusetts,6037.0,1,0
16/02/2020,Passaic,Nebraska,41067.0,25,0
06/02/2020,Noble,Ohio,4013.0,1,0
01/02/2020,Dane,Ohio,6059.0,1,0
29/02/2020,Denver,Georgia,53063.0,1,0
24/02/2020,Hudson,Hawaii,12113.0,1,0
24/01/2020,El Paso,Oklahoma,55025.0,1,0
18/02/2020,Saratoga,South Carolina,6085.0,2,0
20/02/2020,El Paso,Florida,,3,0
22/01/2020,Washoe,Indiana,55025.0,1,0
16/02/2020,Snohomish,Pennsylvania,4013.0,4,1
03/03/2020,Charlotte,Hawaii,48029.0,1,0
11/02/2020,Napa,Rhode Island,53063.0,1,0
29/01/2020,Snohomish,Wisconsin,6073.0,7,0
07/03/2020,Dane,Georgia,12071.0,1,0
26/02/2020,Honolulu,Vermont,25025.0,1,0
29/02/2020,San Francisco,Missouri,22051.0,2,0
06/02/2020,Charleston,Connecticut,6023.0,1,0
22/02/2020,Monmouth,Washington,47187.0,1,0
24/02/2020,Saratoga,Nevada,11001.0,16,0
21/01/2020,Montgomery,Missouri,53033.0,3,0
02/02/2020,Williamson,New York,6081.0,1,0
01/03/2020,San Francisco,Minnesota,,1,0
23/02/2020,Jackson,Illinois,6059.0,2,0
08/03/2020,Hillsborough,Nevada,13067.0,1,0
26/01/2020,Passaic,Texas,17031.0,2,0
24/01/2020,El Paso,Virginia,45019.0,3,0
07/03/2020,Floyd,Nebraska,6073.0,2,0
24/02/2020,Clark,Massachusetts,45019.0,1,0
18/02/2020,Harris,Texas,6067.0,1,0
29/01/2020,Berkshire,Pennsylvania,42091.0,1,0
10/03/2020,Clark,Tennessee,6081.0,1,0
17/02/2020,Gwinnett,Maryland,31055.0,1,0
18/02/2020,Suffolk,Tennessee,29189.0,1,0
06/02/2020,Nassau,Kansas,6023.0,5,0
01/03/2020,Suffolk,Maryland,41029.0,1,0
22/02/2020,Washoe,Hawaii,6041.0,1,0
23/01/2020,Eagle,North Carolina,48029.0,1,0
30/01/2020,Marion,South Carolina,55025.0,4,0
28/02/2020,Dane,Oregon,34003.0,1,0
01/02/2020,Harrison,Connecticut,6039.0,1,0
20/02/2020,Suffolk,New York,27123.0,1,0
02/02/2020,Collin,Oklahoma,6085.0,1,0
03/03/2020,Westchester,Minnesota,49035.0,1,0
27/02/2020,Fayette,Virginia,31055.0,1,0
26/01/2020,Prince George's,District of Columbia,6073.0,2,0
27/02/2020,Riverside,Oklahoma,25025.0,1,0
11/02/2020,Monmouth,Kansas,20091.0,1,0
23/01/2020,Hudson,Colorado,31055.0,2,0
04/03/2020,Jackson,Kansas,4013.0,2,0
23/01/2020,Carver,Pennsylvania,34003.0,4,0
26/02/2020,Salt Lake,Missouri,33009.0,1,0
03/03/2020,El Paso,South Carolina,53061.0,1,0
26/01/2020,Saratoga,Washington,48029.0,1,0
30/01/2020,Montgomery,Florida,6075.0,1,0
29/01/2020,Larimer,Pennsylvania,6019.0,15,0
06/02/2020,Salt Lake,Utah,17031.0,3,0
07/03/2020,Bennington,New York,6037.0,11,0
21/02/2020,New York City,Pennsylvania,6075.0,72,0
07/02/2020,San Francisco,Louisiana,6073.0,1,0
08/02/2020,Shelby,Iowa,33009.0,2,0
04/02/2020,DeKalb,Hawaii,49035.0,5,0
02/02/2020,Middlesex,Kansas,6023.0,1,0
30/01/2020,Johnson,Oklahoma,53053.0,1,0
19/02/2020,Contra Costa,Louisiana,6081.0,1,1
08/02/2020,Berkshire,Massachusetts,40143.0,3,0
11/02/2020,Williamson,Vermont,12015.0,1,0
28/01/2020,Eagle,Kansas,6085.0,1,0
15/02/2020,Spartanburg,South Carolina,6055.0,4,0
06/02/2020,Walla Walla,Pennsylvania,37037.0,1,0
31/01/2020,Pima,Texas,4013.0,1,0
31/01/2020,Tulsa,Florida,6055.0,2,0
05/02/2020,King,Louisiana,17031.0,3,0
26/02/2020,Washoe,Indiana,53061.0,5,0
21/02/2020,Contra Costa,Ohio,53061.0,1,0
24/02/2020,Larimer,Rhode Island,8031.0,1,0
08/02/2020,Snohomish,Utah,6055.0,1,0
11/02/2020,Contra Costa,Kansas,53063.0,1,0
11/02/2020,Cobb,Georgia,48029.0,4,0
30/01/2020,Ramsey,Virginia,17031.0,1,0
05/02/2020,Suffolk,Missouri,48029.0,1,0
30/01/2020,Napa,Washington,25025.0,1,0
20/02/2020,Virginia Beach city,Colorado,25021.0,1,0
20/02/2020,Manatee,Kansas,33009.0,2,0
30/01/2020,Middlesex,Wisconsin,49053.0,3,0
01/03/2020,Jefferson,Arizona,41029.0,3,0
21/02/2020,Alameda,Tennessee,41067.0,2,0
24/02/2020,Santa Cruz,South Carolina,6075.0,3,0
18/02/2020,Jackson,Florida,6059.0,1,0
15/02/2020,Davidson,Maryland,48029.0,2,0
20/02/2020,Shelby,Missouri,6067.0,1,0
29/02/2020,Contra Costa,Georgia,34025.0,1,0
08/02/2020,Honolulu,Oregon,6067.0,1,0
13/02/2020,Los Angeles,Virginia,4013.0,1,0
27/02/2020,Bexar,New Jersey,17031.0,1,0
06/02/2020,Volusia,New Hampshire,8035.0,20,0
18/02/2020,Bennington,Rhode Island,6097.0,2,0
01/03/2020,Washoe,Missouri,53071.0,2,0
08/02/2020,Lee,Pennsylvania,6073.0,1,0
03/03/2020,Santa Rosa,Wisconsin,53061.0,1,0
01/02/2020,Norfolk,Rhode Island,,2,0
25/01/2020,New York City,Maryland,53061.0,3,0
26/01/2020,Napa,Maryland,48029.0,1,0
08/02/2020,Fayette,Colorado,4013.0,1,0
20/02/2020,Pima,Minnesota,31055.0,4,0
02/03/2020,Fairfax,Vermont,27123.0,2,0
06/03/2020,Fairfield,Illinois,6019.0,1,0
31/01/2020,Bergen,Washington,25021.0,2,0
08/02/2020,Chelan,New Jersey,55025.0,1,0
20/02/2020,Lee,Maryland,6075.0,1,0
26/02/2020,Alameda,Nebraska,48157.0,1,0
06/02/2020,Charleston,Iowa,6065.0,1,0
02/02/2020,Dane,Georgia,12057.0,3,0
22/02/2020,El Paso,Colorado,17031.0,1,0
10/02/2020,Solano,Louisiana,6097.0,1,0
06/02/2020,Snohomish,Illinois,20091.0,1,0
22/02/2020,Virginia Beach city,Iowa,6037.0,1,0
30/01/2020,Sacramento,Nebraska,4013.0,11,0
24/02/2020,Eagle,Iowa,6097.0,3,0
17/02/2020,El Paso,New Hampshire,4021.0,3,0
22/01/2020,Broward,Illinois,17031.0,1,0
17/02/2020,Los Angeles,Maryland,6059.0,1,0
28/01/2020,Wayne,South Carolina,4013.0,2,0
20/02/2020,Arapahoe,Vermont,6095.0,1,0
06/02/2020,Napa,New York,6061.0,1,0
22/01/2020,Wayne,South Carolina,6059.0,2,0
01/02/2020,Harrison,Colorado,6059.0,1,0
17/02/2020,Virginia Beach city,Indiana,17031.0,1,0
02/02/2020,Saratoga,North Carolina,42127.0,1,0
15/02/2020,Hudson,Florida,13121.0,1,0
22/01/2020,Broward,Tennessee,6073.0,1,0
31/01/2020,Williamson,Virginia,6037.0,1,0
04/02/2020,Rockingham,Kansas,6073.0,3,0
02/02/2020,Larimer,Arizona,6001.0,1,0
28/02/2020,Williamson,New Hampshire,6085.0,2,0
29/01/2020,Bergen,New York,55093.0,1,0
25/01/2020,Klamath,Illinois,6037.0,1,0
07/03/2020,Rockingham,Texas,17031.0,1,0
05/02/2020,Saratoga,Iowa,41029.0,1,11
31/01/2020,Chatham,Illinois,6073.0,3,0
01/02/2020,Santa Clara,Minnesota,6013.0,1,0
02/03/2020,Contra Costa,Nebraska,55025.0,1,0
24/01/2020,Worcester,Indiana,48029.0,1,0
05/02/2020,Okaloosa,Ohio,37037.0,1,0
05/03/2020,Passaic,Indiana,49035.0,1,0
05/02/2020,Fairfax,Iowa,17031.0,2,0
01/02/2020,Volusia,Maryland,6037.0,1,0
06/02/2020,Harford,Tennessee,25025.0,1,0
18/02/2020,Kittitas,New York,33009.0,1,0
06/02/2020,Santa Cruz,Iowa,12015.0,4,0
02/02/2020,Washoe,Virginia,6019.0,11,0
22/01/2020,Chelan,Pennsylvania,42045.0,1,0
05/02/2020,Manatee,Illinois,42127.0,1,0
24/02/2020,Broward,Tennessee,13121.0,1,0
09/02/2020,Virginia Beach city,Indiana,6055.0,2,0
01/02/2020,Shasta,Colorado,34017.0,33,0
24/01/2020,Bennington,Rhode Island,6059.0,3,0
09/02/2020,Lee,Connecticut,37183.0,1,0
29/02/2020,Placer,Maryland,6073.0,3,0
05/03/2020,Fulton,Wisconsin,6085.0,1,0
29/02/2020,San Mateo,Kansas,6075.0,1,0
20/02/2020,Broward,New Hampshire,25025.0,1,0
06/02/2020,Kittitas,Virginia,6075.0,7,0
07/02/2020,Manatee,Rhode Island,12011.0,2,0
06/03/2020,Klamath,Missouri,53061.0,3,0
12/02/2020,Denver,Maryland,53061.0,2,0
05/03/2020,Solano,Massachusetts,6067.0,1,0
24/02/2020,Klamath,Rhode Island,34007.0,3,0
19/02/2020,Floyd,Kansas,6085.0,91,0
06/03/2020,Snohomish,Indiana,25021.0,2,0
04/02/2020,Sonoma,South Carolina,17031.0,1,0
03/02/2020,Santa Rosa,Florida,36059.0,1,0
01/03/2020,Humboldt,Iowa,6059.0,2,0
01/03/2020,Ulster,Louisiana,15003.0,4,0
09/02/2020,Tulsa,Ohio,12081.0,1,0
10/03/2020,Kershaw,Kansas,6075.0,2,0
16/02/2020,Tulsa,Massachusetts,13135.0,1,0
18/02/2020,Kershaw,Minnesota,17031.0,4,0
05/03/2020,Fort Bend,Washington,53053.0,1,0
20/02/2020,Williamson,Virginia,25025.0,12,0
01/03/2020,Virginia Beach city,Massachusetts,13113.0,1,0
30/01/2020,Spartanburg,Washington,31055.0,1,0
17/02/2020,Tulsa,New Hampshire,53011.0,1,0
05/03/2020,Shelby,Tennessee,12113.0,6,0
15/02/2020,Washoe,South Carolina,6037.0,3,0
16/02/2020,Saratoga,Minnesota,17031.0,1,0
05/03/2020,El Paso,Virginia,6019.0,1,0
14/02/2020,Lee,Wisconsin,6067.0,1,0
16/02/2020,Contra Costa,Iowa,6075.0,3,0
01/02/2020,Madera,New York,49035.0,2,0
29/01/2020,Salt Lake,Rhode Island,17031.0,2,0
29/01/2020,Noble,Minnesota,12113.0,2,0
03/02/2020,Johnson,Florida,12113.0,2,0
17/02/2020,Virginia Beach city,Tennessee,48029.0,2,0
01/03/2020,Williamson,Vermont,34031.0,3,0
29/01/2020,Collin,Maryland,34003.0,1,0
20/02/2020,Hudson,Tennessee,6075.0,2,0
20/02/2020,Union,Massachusetts,4013.0,11,0
26/01/2020,Fulton,Missouri,13121.0,1,0
21/02/2020,Snohomish,Oregon,27123.0,2,0
31/01/2020,Virginia Beach city,Virginia,6085.0,1,0
16/02/2020,San Mateo,Minnesota,41067.0,59,0
07/02/2020,Kittitas,Washington,4013.0,4,0
09/02/2020,Ramsey,Missouri,6095.0,1,0
06/03/2020,Bergen,Wisconsin,53063.0,2,0
20/02/2020,Cobb,Maryland,53061.0,2,0
08/02/2020,Larimer,Nebraska,6041.0,24,0
22/02/2020,Snohomish,Washington,34031.0,1,0
02/03/2020,King,Minnesota,53033.0,3,0
22/02/2020,Solano,District of Columbia,6075.0,1,0
09/03/2020,Marin,Tennessee,25025.0,5,0
08/03/2020,San Francisco,Florida,6065.0,1,0
06/02/2020,Middlesex,Florida,53061.0,69,0
18/02/2020,Norfolk,Florida,31055.0,14,0
15/02/2020,Denver,Utah,22051.0,5,0
30/01/2020,Yolo,Washington,6037.0,91,0
23/01/2020,Polk,Virginia,53053.0,2,0
23/02/2020,Volusia,Virginia,6097.0,1,0
08/03/2020,Dane,Illinois,55025.0,1,0
02/02/2020,Manatee,Wisconsin,6085.0,2,0
26/01/2020,Norfolk,Wisconsin,53061.0,3,0
03/03/2020,Denver,South Carolina,6081.0,15,0
29/02/2020,Shasta,Nebraska,6095.0,3,0
21/02/2020,Kershaw,Colorado,8035.0,4,0
22/02/2020,Wayne,Utah,6037.0,2,0
28/01/2020,Klamath,Maryland,4021.0,1,0
18/02/2020,Bexar,New Jersey,42127.0,33,0
10/03/2020,Collin,Maryland,25025.0,1,0
16/02/2020,Noble,Iowa,6037.0,1,0
28/02/2020,Berkshire,Illinois,6095.0,1,0
29/02/2020,Contra Costa,Illinois,31055.0,1,0
21/02/2020,Worcester,Washington,53061.0,1,0
16/02/2020,Shelby,Hawaii,,1,0
31/01/2020,Fort Bend,Pennsylvania,50003.0,1,0
20/02/2020,Tulsa,Nevada,6097.0,2,0
22/02/2020,Hillsborough,Louisiana,6059.0,2,0
21/01/2020,Virginia Beach city,Oregon,6061.0,1,0
30/01/2020,Fairfield,Nebraska,25017.0,1,0
01/03/2020,Washington,Wisconsin,6085.0,2,0
17/02/2020,Harris,Virginia,6041.0,1,0
17/02/2020,Prince George's,Illinois,17031.0,1,0
20/02/2020,Nassau,Colorado,6019.0,2,0
04/03/2020,Fulton,Indiana,6085.0,1,0
30/01/2020,Kershaw,Indiana,,1,0
08/02/2020,Polk,Pennsylvania,53071.0,7,0
04/03/2020,Suffolk,New York,4013.0,1,0
27/02/2020,Klamath,New Hampshire,6073.0,2,0
15/02/2020,Manatee,Pennsylvania,6081.0,7,0
24/01/2020,San Diego,Louisiana,55025.0,1,0
06/02/2020,Suffolk,Virginia,4013.0,1,0
21/02/2020,Fairfax,Connecticut,,3,0
11/02/2020,Union,New Hampshire,12081.0,1,0
29/01/2020,Union,Oklahoma,53061.0,1,0
23/02/2020,Spokane,Texas,47187.0,1,0
04/02/2020,Charlotte,Missouri,47157.0,1,0
08/02/2020,Jackson,Virginia,25025.0,1,0
05/02/2020,Spartanburg,New York,37183.0,1,0
08/02/2020,San Mateo,Maryland,55025.0,1,0
23/01/2020,Fairfax,Indiana,6059.0,1,0
20/02/2020,Chelan,Maryland,11001.0,1,0
10/03/2020,Ulster,Maryland,4013.0,2,0
09/03/2020,Honolulu,Indiana,6073.0,1,0
28/02/2020,Johnson,Florida,25025.0,3,11
24/02/2020,Carver,Georgia,12015.0,1,0
29/01/2020,Placer,Texas,6095.0,1,0
01/02/2020,Davis,New York,42045.0,1,0
02/03/2020,Virginia Beach city,Virginia,6061.0,1,1
21/02/2020,Fulton,Georgia,6055.0,2,0
15/02/2020,Ulster,Kansas,4013.0,1,0
07/03/2020,Pottawattamie,Utah,53033.0,8,0
30/01/2020,Fairfax,Utah,25017.0,2,0
23/01/2020,Ulster,Massachusetts,8059.0,1,0
06/02/2020,Hudson,District of Columbia,25025.0,1,0
26/02/2020,Arapahoe,Pennsylvania,6041.0,1,0
06/02/2020,Jefferson,Louisiana,48029.0,1,0
27/02/2020,Ulster,Nevada,4013.0,1,0
03/02/2020,Fairfield,Florida,36091.0,2,0
05/03/2020,Middlesex,Missouri,24031.0,3,0
05/03/2020,Harris,New Jersey,41067.0,1,0
21/02/2020,Johnson,Illinois,53033.0,10,0
25/02/2020,Wayne,Texas,6075.0,1,0
24/02/2020,Johnson,Maryland,6075.0,2,0
11/02/2020,Hudson,Kansas,48029.0,4,0
16/02/2020,Pima,Ohio,17031.0,1,0
29/01/2020,El Paso,North Carolina,6055.0,2,0
24/02/2020,Clark,Washington,53071.0,2,0
11/02/2020,Fort Bend,Maryland,36059.0,1,0
07/02/2020,Solano,New Hampshire,31055.0,2,0
30/01/2020,Charleston,Texas,6037.0,24,0
05/03/2020,Ramsey,Florida,6041.0,1,0
27/02/2020,Okaloosa,Kansas,6037.0,1,0
08/03/2020,Bergen,District of Columbia,11001.0,1,0
20/02/2020,Jackson,Arizona,40143.0,1,0
14/02/2020,Carver,Indiana,6059.0,1,0
01/03/2020,Hillsborough,Missouri,49035.0,2,0
20/02/2020,Charlotte,Maryland,29189.0,7,0
06/02/2020,Denver,California,6061.0,1,0
15/02/2020,Washoe,Pennsylvania,45019.0,3,0
05/03/2020,Hillsborough,New York,6067.0,2,0
28/01/2020,Virginia Beach city,Ohio,27019.0,1,0
23/02/2020,Snohomish,Wisconsin,6097.0,2,0
26/01/2020,Marin,Wisconsin,8059.0,117,0
22/02/2020,Yolo,South Carolina,4013.0,1,0
03/03/2020,Delaware,Maryland,6085.0,2,1
05/03/2020,Arapahoe,Connecticut,6113.0,2,0
23/01/2020,District of Columbia,Massachusetts,6019.0,4,0
02/03/2020,Chelan,Massachusetts,48029.0,2,0
09/03/2020,Yolo,Illinois,12057.0,3,0
24/01/2020,Alameda,New Jersey,6075.0,1,0
29/02/2020,Larimer,Louisiana,31055.0,4,0
11/02/2020,Hillsborough,Oregon,48157.0,2,0
18/02/2020,Solano,Florida,6087.0,1,0
18/02/2020,Charleston,Nebraska,6067.0,1,0
06/03/2020,Jackson,Connecticut,55025.0,1,0
01/02/2020,Sonoma,Louisiana,36087.0,32,0
24/01/2020,Grafton,Connecticut,6037.0,1,0
23/02/2020,Solano,New York,53061.0,1,0
10/03/2020,Kershaw,Tennessee,6037.0,1,0
05/03/2020,Placer,Virginia,6075.0,1,0
15/02/2020,Passaic,New Hampshire,17031.0,2,0
22/01/2020,Wake,Ohio,6075.0,2,0
01/02/2020,Shelby,New Hampshire,48029.0,5,11
01/03/2020,Williamson,Virginia,53063.0,1,0
20/02/2020,Fulton,Iowa,12071.0,2,0
29/01/2020,Honolulu,New Jersey,48029.0,1,0
28/02/2020,Shelby,Illinois,8041.0,11,0
05/03/2020,Sonoma,Pennsylvania,53007.0,10,0
14/02/2020,El Paso,Florida,12057.0,1,0
29/02/2020,Chelan,Hawaii,6085.0,1,0
17/02/2020,Kittitas,Iowa,8041.0,1,0
16/02/2020,Bennington,Maryland,53063.0,4,0
18/02/2020,Eagle,Arizona,34003.0,4,0
21/02/2020,Norfolk,Pennsylvania,6037.0,1,0
22/02/2020,Camden,Kansas,53061.0,1,0
01/02/2020,San Mateo,Pennsylvania,6001.0,1,0
29/01/2020,Contra Costa,South Carolina,,1,0
06/02/2020,Pottawattamie,Indiana,13233.0,9,0
26/01/2020,Chatham,Ohio,18063.0,1,0
29/01/2020,Union,New York,4013.0,1,0
08/02/2020,Washoe,Ohio,31055.0,1,0
21/02/2020,Volusia,Tennessee,25025.0,1,0
18/02/2020,El Paso,Virginia,53011.0,4,0
22/01/2020,Contra Costa,Pennsylvania,6073.0,2,0
26/02/2020,Marin,Tennessee,32031.0,12,10
03/03/2020,Virginia Beach city,Indiana,55025.0,2,0
01/03/2020,San Mateo,Texas,6059.0,13,0
20/02/2020,Collin,Washington,25025.0,20,0
30/01/2020,Wake,New Hampshire,42089.0,1,0
08/02/2020,Harris,New York,48201.0,4,0
10/02/2020,Snohomish,Virginia,6059.0,1,0
29/02/2020,San Mateo,Wisconsin,48157.0,7,0
20/02/2020,Contra Costa,Indiana,8059.0,1,0
28/02/2020,Fort Bend,Indiana,55025.0,1,0
01/02/2020,Union,Wisconsin,53061.0,2,0
23/02/2020,Middlesex,Wisconsin,48157.0,3,0
31/01/2020,Larimer,Florida,29189.0,1,0
29/02/2020,Worcester,Virginia,17031.0,1,0
31/01/2020,Wayne,South Carolina,48029.0,1,0
05/02/2020,Fairfield,Colorado,48029.0,1,0
24/01/2020,Harris,South Carolina,8035.0,1,0
09/03/2020,Santa Cruz,Colorado,6023.0,1,0
08/02/2020,Worcester,Oregon,25025.0,1,0
08/02/2020,Santa Clara,Georgia,6095.0,1,0
27/01/2020,Lee,Wisconsin,34003.0,1,0
03/03/2020,Wayne,New Hampshire,4013.0,1,0
22/02/2020,Wayne,North Carolina,8041.0,1,0
23/02/2020,King,Nevada,12057.0,4,0
06/03/2020,Prince George's,Maryland,6085.0,5,0
02/02/2020,Contra Costa,New York,37037.0,20,0
28/02/2020,Davidson,Iowa,41035.0,1,0
15/02/2020,Fulton,Wisconsin,25025.0,1,0
24/01/2020,Yolo,Georgia,41047.0,1,0
11/02/2020,Fresno,Rhode Island,53061.0,1,0
07/03/2020,Spartanburg,Massachusetts,45019.0,1,0
22/02/2020,San Mateo,Oklahoma,41019.0,1,0
29/01/2020,Fort Bend,Maryland,48157.0,1,0
24/02/2020,Union,New Jersey,34007.0,5,0
28/02/2020,Riverside,Vermont,55025.0,1,0
04/03/2020,Davidson,Colorado,17031.0,4,0
10/02/2020,Ramsey,New York,29189.0,1,0
09/03/2020,St. Louis,New Jersey,6087.0,1,0
22/02/2020,Nassau,Ohio,4013.0,3,0
29/01/2020,Worcester,Florida,55025.0,1,0
06/02/2020,San Francisco,Ohio,45055.0,1,0
17/02/2020,Jackson,Tennessee,12081.0,1,0
01/03/2020,Larimer,Minnesota,53063.0,2,0
01/03/2020,DeKalb,Florida,45083.0,52,0
01/03/2020,Pottawattamie,New Hampshire,4013.0,1,0
01/02/2020,San Francisco,Missouri,8031.0,1,0
02/02/2020,Fairfax,Nebraska,6075.0,1,0
31/01/2020,El Paso,Missouri,37183.0,2,0
06/02/2020,Worcester,Colorado,12081.0,3,0
22/02/2020,Davidson,New York,6037.0,1,0
02/03/2020,Carver,Florida,25025.0,69,0
21/02/2020,Middlesex,Missouri,17031.0,3,0
23/02/2020,Saratoga,District of Columbia,40143.0,3,0
29/01/2020,Fairfax,Texas,25017.0,1,0
06/03/2020,Davidson,Massachusetts,18097.0,1,0
29/01/2020,Hudson,Minnesota,53033.0,3,0
20/02/2020,Fresno,Florida,6023.0,1,0
05/02/2020,Shelby,Connecticut,6023.0,4,0
16/02/2020,DeKalb,Pennsylvania,4013.0,1,0
29/01/2020,Shasta,Georgia,53033.0,1,0
07/03/2020,Santa Rosa,District of Columbia,6085.0,1,0
31/01/2020,Bergen,Rhode Island,53063.0,3,0
01/03/2020,Shasta,South Carolina,31055.0,1,0
15/02/2020,Hendricks,Hawaii,49011.0,1,0
22/02/2020,Sonoma,Texas,53071.0,1,0
03/03/2020,Charleston,Texas,32003.0,5,0
30/01/2020,Contra Costa,Georgia,51059.0,2,0
22/02/2020,Washington,Wisconsin,8041.0,10,0
17/02/2020,Monmouth,Maryland,6055.0,12,0
01/02/2020,Harris,Minnesota,4013.0,2,0
16/02/2020,Kittitas,Maryland,36119.0,3,0
23/02/2020,El Paso,Virginia,53063.0,1,0
30/01/2020,Marin,Ohio,,4,0
11/02/2020,Davidson,Iowa,49035.0,1,0
08/03/2020,Charlotte,Vermont,41019.0,1,0
21/02/2020,Virginia Beach city,Colorado,6075.0,1,0
06/03/2020,Gwinnett,Virginia,6089.0,2,0
05/02/2020,Nassau,Arizona,17031.0,6,0
23/02/2020,Chatham,Rhode Island,6075.0,2,0
01/03/2020,Okaloosa,North Carolina,12015.0,1,0
01/03/2020,Contra Costa,New York,6055.0,1,0
07/03/2020,Fairfield,Arizona,17031.0,12,0
22/01/2020,Hudson,Pennsylvania,12091.0,1,0
06/03/2020,Sonoma,New Jersey,48029.0,1,0
04/03/2020,Dane,New York,6085.0,13,0
15/02/2020,Walla Walla,Arizona,6075.0,2,0
26/02/2020,Marion,Oregon,45083.0,1,0
30/01/2020,Shelby,Iowa,6065.0,2,0
29/01/2020,Shasta,Texas,6097.0,1,0
01/02/2020,King,Wisconsin,53061.0,1,0
20/02/2020,Cherokee,New York,6073.0,1,0
05/03/2020,Tulsa,Oregon,12113.0,1,0
23/02/2020,Johnson,Missouri,6081.0,1,0
15/02/2020,San Mateo,Illinois,53007.0,1,0
05/02/2020,Saratoga,Connecticut,6087.0,1,0
05/03/2020,,Colorado,8037.0,1,0
01/03/2020,Davis,Kansas,55025.0,3,0
18/02/2020,Westchester,Georgia,55025.0,1,0
28/01/2020,Broward,Illinois,17031.0,3,0
06/02/2020,Prince George's,Rhode Island,34003.0,1,0
23/02/2020,Madera,Utah,6037.0,1,0
01/02/2020,Lee,Pennsylvania,13121.0,1,0
16/02/2020,Kittitas,Virginia,6087.0,1,0
25/01/2020,Wayne,South Carolina,55025.0,1,0
29/02/2020,Shelby,Wisconsin,6037.0,2,0
10/03/2020,Larimer,Georgia,6061.0,4,0
21/01/2020,Harris,Connecticut,48029.0,3,0
26/02/2020,Tulsa,Illinois,31055.0,2,0
05/03/2020,Lee,North Carolina,42045.0,4,0
20/02/2020,Solano,New York,12127.0,1,0
24/01/2020,Wayne,Colorado,6113.0,5,0
08/02/2020,Norfolk,New York,6085.0,1,0
05/03/2020,Hillsborough,Ohio,6085.0,1,0
08/03/2020,Ramsey,Florida,31055.0,2,0
07/02/2020,Wayne,New Hampshire,53061.0,1,0
29/01/2020,Fresno,Ohio,6075.0,1,0
08/03/2020,New York City,Tennessee,25025.0,1,0
16/02/2020,Madera,Ohio,6073.0,1,0
06/02/2020,Hudson,Ohio,6065.0,1,0
02/03/2020,Contra Costa,New Hampshire,6087.0,1,0
10/03/2020,El Paso,Nebraska,6055.0,1,0
02/03/2020,Charleston,North Carolina,25021.0,2,0
10/03/2020,Ramsey,North Carolina,37037.0,1,0
22/02/2020,Cherokee,Colorado,48029.0,2,0
23/02/2020,Salt Lake,Colorado,6019.0,1,0
06/02/2020,Humboldt,Florida,24025.0,2,0
24/02/2020,Ramsey,Nebraska,48029.0,1,0
22/02/2020,Spartanburg,Maryland,53061.0,1,0
29/02/2020,Collin,Illinois,55025.0,1,0
04/03/2020,Ramsey,Massachusetts,6041.0,1,0
08/02/2020,Union,North Carolina,31055.0,1,1
