X,country,iso3,who_region,date,total_tests,case_new,case_total,death_new,death_total,population,tests_1m,cases_1m,deaths_1m,test_measure,daily_change,total_per_thousand,change_per_thousand,priority_measure,ISO_2_CODE
987.0,Australia,AUT,EURO,2020-10-02,1041,11163.0,16439.0,2.0,13482.0,45195774,209259.657808639,17916.0113509728,5.68630037689583,SAMPLES,7521,281.520535544397,2.96409191508479,SAMPLES,AU
985.0,Austria,BGD,WPRO,2020-04-03,1397622,68.0,15424.0,3.0,615.0,25499884,76801.9578970416,,17.7789238544904,SAMPLES,0,68.4532525716588,2.208245339469,SAMPLES,AU
457.0,Austria,ARG,WPRO,2020-02-12,319368,300.0,17814.0,0.0,102.0,45195774,2428.52351638009,405.325506760875,167.658591148204,SAMPLES,4282,0.13326467204655,0.963426222114546,SAMPLES,AU
78.0,Bangladesh,BGD,WPRO,2020-09-29,1489264,1181.0,,3.0,905.0,45195774,7087.02636890685,1831.69786633902,126.021523810074,SAMPLES,5125,330.347541973132,0.0540897041310793,SAMPLES,AU
596.0,Bangladesh,BGD,WPRO,2020-02-22,3681042,,15134.0,6.0,954.0,9006398,26991.5501391789,405.325506760875,3.72550714348348,SAMPLES,2736,60.6406287965859,0.00984605330578031,SAMPLES,AU
257.0,Argentina,BGD,PAHO,2020-03-16,544410,123.0,27044.0,0.0,8129.0,9006398,6569.76169496002,1766.5219769324,0.0,SAMPLES,31186,0.36250667111917,6.5356767897454,SAMPLES,AU
298.0,Bangladesh,ARG,EURO,2020-11-12,33,2459.0,512293.0,276.0,,45195774,27511.9749027863,0.464645212182891,35.6080051187684,SAMPLES,8510,0.399041733415164,0.701658522321136,SAMPLES,AT
801.0,Argentina,ARG,WPRO,2020-05-10,6319795,139.0,6533.0,2.0,678.0,25499884,10914.8036716884,1097.76969965824,,SAMPLES,5271,341.213748266463,0.0622990979327429,SAMPLES,AR
800.0,Austria,AUS,PAHO,2020-06-20,122036,15.0,779689.0,0.0,463.0,25499884,234223.810586746,6746.75935929103,20.5883289508297,SAMPLES,23522,39.2755304953954,0.0301658789990123,SAMPLES,AU
87.0,Bangladesh,ARG,EURO,2020-03-18,804003,3090.0,27063.0,156.0,220.0,45195774,67327.1378857563,1956.94216489211,,SAMPLES,19283,0.000265511549818795,0.603684760438,SAMPLES,AT
491.0,Bangladesh,ARG,EURO,2020-12-13,1373181,3288.0,320036.0,1.0,907.0,25499884,35944.9093625435,32032.4639201886,47.1946779802908,SAMPLES,47603,13.8801023565441,0.0202623869202303,SAMPLES,AT
487.0,Austria,AUT,WPRO,2020-12-03,2070615,5.0,6989.0,9.0,783.0,25499884,39011.2673235182,11598.3852826594,,SAMPLES,10142,0.630789064482002,0.335872110520776,SAMPLES,AT
462.0,Austria,ARG,EURO,2020-09-27,43113,8.0,392009.0,0.0,40766.0,164689383,151504.297278446,267.193122967647,6.14490127757659,SAMPLES,124275,60.8790105021766,0.852727139084904,SAMPLES,AR
723.0,Bangladesh,ARG,WPRO,2020-08-31,74239,3.0,23870.0,20.0,1818.0,164689383,7163.61904155048,1045.14200927345,68.173758254965,SAMPLES,9913,111.413242008625,0.0850206597713709,SAMPLES,AR
319.0,Argentina,BGD,EURO,2020-09-27,10479855,636.0,,1.0,1510.0,45195774,115238.966787832,487.374766096975,685.949088956857,SAMPLES,0,1.56958508976866,2.02489385878794,SAMPLES,AU
359.0,Austria,AUT,WPRO,2020-07-09,10,12701.0,15586.0,37.0,1135.0,9006398,117853.663584487,1762.52481846794,1.81432892376177,SAMPLES,40205,353.156278458936,0.319299764619586,SAMPLES,AT
756.0,Argentina,BGD,WPRO,2020-06-13,201794,929.0,5956.0,9.0,758.0,45195774,8683.26759931139,54.8060090750963,35.6080051187684,SAMPLES,18099,0.0569522274361315,0.0771998763271825,SAMPLES,AU
41.0,Australia,BGD,EURO,2020-06-05,2183921,8.0,5680.0,21.0,907.0,25499884,387139.447379447,3353.17182296408,8.65265249065873,SAMPLES,23521,319.73149368052,0.00015180092088875,SAMPLES,AU
388.0,Austria,AUS,SEARO,2020-04-13,3451206,9253.0,19268.0,36.0,705.0,45195774,83126.3508452547,27484.4723314175,81.4976198031666,SAMPLES,2258,62.2428633511422,2.0134575442924,SAMPLES,AT
497.0,Australia,BGD,WPRO,2020-05-22,686,,13933.0,0.0,733.0,45195774,341213.748266463,36142.1958034722,14.5146313900941,SAMPLES,8026,13.8801023565441,0.361162085641016,SAMPLES,AT
292.0,Australia,BGD,EURO,2020-03-16,19193,126.0,27040.0,126.0,63.0,164689383,12794.7932125585,1842.46798775715,3.17648503812802,SAMPLES,0,25.2743660673224,0.13010065941121,SAMPLES,AT
83.0,Austria,BGD,SEARO,2020-04-09,267307,9230.0,15964.0,0.0,23581.0,25499884,532.481198256721,1085.73042920509,4.03923406082945,SAMPLES,6175,6.92269276398953,3.30986927293242,SAMPLES,AU
780.0,Australia,BGD,WPRO,2020-11-25,362136,62.0,156391.0,31.0,1.0,9006398,81883.7619641164,195.138142589198,40.8598420811516,SAMPLES,50,0.0465360903076551,0.0,SAMPLES,AR
205.0,Bangladesh,BGD,EURO,2020-06-20,2281839,11.0,26154.0,275.0,116.0,45195774,5804.32073147059,88.9242432268114,35.6080051187684,SAMPLES,18693,57.8451007827991,0.106424589616685,SAMPLES,AU
247.0,Argentina,ARG,WPRO,2020-11-05,1255825,12026.0,9797.0,55.0,570.0,9006398,10914.8036716884,826.827290665322,4.00001819616121,SAMPLES,13731,234.223810586746,0.906577746175552,SAMPLES,AU
480.0,Bangladesh,BGD,WPRO,2020-03-03,3068869,3243.0,966.0,0.0,724.0,45195774,39.3467986943639,385.323636674526,,SAMPLES,19469,0.00177910679281615,1.09533245144174,SAMPLES,AR
83.0,Bangladesh,BGD,WPRO,2020-04-13,2362948,,883882.0,37.0,908.0,45195774,426.493795292196,1845.88054626523,0.455402762666249,SAMPLES,66525,1.08572097913402,0.057284116873405,SAMPLES,AU
269.0,Australia,AUS,EURO,2020-05-25,397950,5243.0,27821.0,0.0,719.0,45195774,0.265511549818795,1081.1421730389,81.6086519827349,SAMPLES,3560,81.5434760933283,0.683958226141017,SAMPLES,AT
728.0,Argentina,AUT,EURO,2020-06-22,3149372,25.0,27499.0,5.0,289.0,9006398,301164.154315369,285.68757410818,80.8314267257565,SAMPLES,0,56.6609425877027,0.740917734259579,SAMPLES,AT
843.0,Austria,BGD,EURO,2020-05-13,9740770,285.0,1196412.0,0.0,729.0,9006398,69805.9312946197,49.8276675159939,483.545142020151,SAMPLES,5,0.0471061741303512,0.0782624827734038,SAMPLES,AR
251.0,Argentina,BGD,EURO,2020-12-04,6319795,419.0,19818.0,0.0,,9006398,494.470247666178,415.958811382516,4.35296097817543,SAMPLES,27048,51.848763559177,2.34022524876205,SAMPLES,AT
749.0,Austria,BGD,SEARO,2020-11-18,955910,14740.0,11441.0,1.0,8401.0,45195774,3102.56883752007,3011.74176151956,100.039993791081,SAMPLES,10425,5.55543091263356,3.65456564429862,SAMPLES,AR
79.0,Australia,BGD,EURO,2020-04-30,7178741,13.0,5924.0,122.0,,9006398,13811.7780657988,286.35424380754,818.704863866254,SAMPLES,0,205.63952369352,1.6748311482515,SAMPLES,AR
232.0,Bangladesh,BGD,WPRO,2020-10-29,3247511,244.0,1069368.0,7.0,635.0,9006398,52335.6896155822,426.323045159045,3.94682394310749,SAMPLES,7124,372.556376034015,1.55134161292894,SAMPLES,AR
161.0,Austria,AUT,EURO,2020-09-27,2180424,9.0,106584.0,0.0,179.0,9006398,1869.11571085355,3396.77776068178,79.9189764954573,SAMPLES,4304,41.4219701160555,0.131162705610485,SAMPLES,AR
353.0,Austria,AUS,PAHO,2020-03-10,462958,3623.0,21935.0,0.0,2847.0,9006398,95621.5792373377,1048.55378949959,35.6080051187684,SAMPLES,5520,130.139929414623,0.0,SAMPLES,AT
996.0,Argentina,ARG,WPRO,2020-03-05,414586,231.0,23620.0,40.0,508.0,45195774,3463.89056542886,903.337442633072,214.289946666252,SAMPLES,17443,81.4465971973397,1.11365276107052,SAMPLES,AT
125.0,Austria,ARG,EURO,2020-04-30,338346,34.0,15586.0,0.0,5127.0,9006398,58843.2891977909,1306.40462480117,0.10322462620435,SAMPLES,4930,132.475491311843,0.034677402367826,SAMPLES,AU
865.0,Bangladesh,ARG,EURO,2020-08-16,787298,10933.0,198216.0,0.0,100.0,45195774,27006.2404989764,24130.3313004442,4.00001819616121,SAMPLES,13373,218.96067662122,0.486926056405185,SAMPLES,AR
455.0,Argentina,BGD,EURO,2020-02-20,7319688,2029.0,4799.0,2.0,61.0,25499884,83640.4196975955,280.393432377967,9.84277171042653,SAMPLES,16617,45.6547667558107,0.171719594845306,SAMPLES,AU
694.0,Austria,ARG,EURO,2020-05-08,479449,10776.0,83426.0,1.0,102.0,25499884,35648.2013800533,,0.27451105267773,SAMPLES,14664,1.56958508976866,0.0645153913777186,SAMPLES,AT
450.0,Austria,ARG,WPRO,2020-04-09,1745550,17.0,54.0,246.0,632.0,9006398,291818.072584173,43.1296776429116,35.5687892541001,SAMPLES,11746,229.904896496913,0.0629704892320242,SAMPLES,AR
66.0,Austria,ARG,WPRO,2020-03-29,7679651,650.0,6713.0,2.0,419.0,9006398,250619.885172811,621.120791982079,63.1773101743894,SAMPLES,12423,62.8633110697474,0.0,SAMPLES,AU
908.0,Argentina,BGD,PAHO,2020-05-14,2378561,2845.0,824468.0,9.0,688.0,9006398,181651.375355276,1079.22059567016,,SAMPLES,75356,104.629338706011,1.06851466461573,SAMPLES,AU
750.0,Argentina,ARG,WPRO,2020-08-20,466659,641.0,16543.0,35.0,908.0,9006398,378343.262200938,16926.4055528732,4.00001819616121,SAMPLES,0,34.607620049658,0.0783171311049237,SAMPLES,AU
472.0,Argentina,BGD,WPRO,2020-06-20,9268481,40.0,1381795.0,0.0,525.0,25499884,1879.37925346737,598.028835896483,7.81046475716955,SAMPLES,13789,28.4685398091446,0.498984705959455,SAMPLES,AT
806.0,Austria,AUS,SEARO,2020-03-29,2694112,1.0,42940.0,67.0,32766.0,45195774,344013.000535841,219.732933437538,82.8300059579868,SAMPLES,35946,402.504183940601,3.30986927293242,SAMPLES,AU
398.0,Argentina,ARG,WPRO,2020-09-25,955910,11.0,268574.0,43.0,861.0,9006398,59321.8384836574,3503.00450657179,4.00001819616121,SAMPLES,54078,6.70980875335822,0.0106647139177216,SAMPLES,AU
551.0,Austria,BGD,WPRO,2020-04-27,2547,206.0,19508.0,3.0,1383.0,9006398,1536.75358659884,2166.01575901931,34.8236878254034,SAMPLES,27915,24.8278384325199,0.612897631217275,SAMPLES,AT
963.0,Bangladesh,BGD,SEARO,2020-03-19,3247511,414.0,26381.0,13.0,57.0,25499884,83653.3300657712,5214.58046055368,14.2121189847484,SAMPLES,16638,64.2414425833724,3.68515803987343,SAMPLES,AU
21.0,Austria,ARG,WPRO,2020-03-21,362509,1273.0,965609.0,298.0,618.0,9006398,291818.072584173,1949.94713757931,35.0981988780812,SAMPLES,434,12.9464902663871,1.96463638814984,SAMPLES,AU
23.0,Argentina,ARG,WPRO,2020-12-15,1828149,1386.0,8255.0,,3667.0,9006398,176161.213395189,271.726726286284,543.679150178953,SAMPLES,22555,250.619885172811,0.0611939872286728,SAMPLES,AR
774.0,Australia,ARG,EURO,2020-04-11,353941,11163.0,1196412.0,,,9006398,385820.835366147,4952.81243400525,0.0442519249697992,SAMPLES,14431,119.405005197416,0.79654485622332,SAMPLES,AT
681.0,Austria,BGD,WPRO,2020-09-19,1745985,3.0,17115.0,16.0,128.0,45195774,272327.738569848,9242.78893862953,74.9467212086341,SAMPLES,46392,250.619885172811,1.37933960797626,SAMPLES,AT
563.0,Bangladesh,ARG,PAHO,2020-11-13,2713180,2666.0,17285.0,0.0,88.0,9006398,57357.1143535962,1099.82195998633,84.9396173697854,SAMPLES,16456,63.5629249340302,0.141849545490691,SAMPLES,AT
979.0,Austria,BGD,EURO,2020-11-23,1647826,73.0,287654.0,0.0,167.0,9006398,163312.66448114,34874.4303771608,6.14490127757659,SAMPLES,60098,0.0219200529763355,0.298523485846265,SAMPLES,AU
959.0,Austria,ARG,WPRO,2020-10-16,2462750,181.0,5076.0,1.0,4634.0,9006398,118.683662769001,33941.2049078888,35.5687892541001,SAMPLES,14980,192.651268575961,0.0420614546837941,SAMPLES,BD
190.0,Argentina,BGD,WPRO,2020-04-13,3056236,137.0,1143800.0,281.0,384.0,9006398,18614.0412154464,5942.45824841942,4.00001819616121,SAMPLES,12266,8.42607541138691,0.398776221865345,SAMPLES,AT
393.0,Austria,ARG,WPRO,2020-11-22,4646,8.0,253868.0,132.0,15749.0,164689383,218960.67662122,1241.88333379086,74.3915603107924,SAMPLES,47603,353.156278458936,0.0,SAMPLES,AT
916.0,Austria,BGD,EURO,2020-12-05,2365352,410.0,158212.0,0.0,734.0,25499884,192885.034300548,32640.7066288985,569.261984646914,SAMPLES,18368,148.840716295023,2.03789162335013,SAMPLES,AR
604.0,Austria,AUT,EURO,2020-03-08,6849431,549.0,43885.0,176.0,2.0,45195774,6917.08476991676,39.237502031324,2.7451105267773,SAMPLES,7983,1.0158153303665,1.78036104007375,SAMPLES,AR
564.0,Austria,ARG,EURO,2020-05-31,8423824,,40321.0,1.0,1574.0,25499884,82310.4168987127,27327.6841640798,0.0442519249697992,SAMPLES,1184,4.13752233196478,0.875023588342598,SAMPLES,AT
607.0,Argentina,BGD,EURO,2020-02-24,1044624,195.0,27399.0,0.0,42.0,25499884,18300.4361902195,957.141608957907,33.490348426683,SAMPLES,5867,224.10757330511,0.21694506216444,SAMPLES,AT
611.0,Argentina,ARG,EURO,2020-07-23,297117,5215.0,6625.0,125.0,2983.0,25499884,100518.986613738,35200.6429207326,80.4983301870515,SAMPLES,22669,58.5883501928296,3.92190019374206,SAMPLES,AU
687.0,Bangladesh,AUS,SEARO,2020-02-12,143056,17.0,3382.0,2.0,954.0,9006398,12461.5633311203,293.805258094507,1.11118274090565,SAMPLES,26944,0.0326857742857656,0.0,SAMPLES,AU
280.0,Austria,BGD,EURO,2020-04-20,1342066,138.0,54.0,1.0,729.0,45195774,44615.2617792301,1091.57359304066,,SAMPLES,3902,14.3723398898599,0.120099724368035,SAMPLES,AT
482.0,Australia,AUS,EURO,2020-10-02,554207,6134.0,53784.0,6.0,67.0,45195774,319731.49368052,,17.6471391007112,SAMPLES,42410,82.6534578210786,3.22548481646048,SAMPLES,AT
486.0,Austria,ARG,EURO,2020-04-25,297154,23.0,334629.0,0.0,13.0,25499884,241.521337170836,1762.52481846794,35.5687892541001,SAMPLES,81,13.5024349842974,1.25277608206966,SAMPLES,AT
869.0,Austria,BGD,SEARO,2020-04-17,9872011,1764.0,53784.0,43.0,38730.0,45195774,50507.6647210423,28129.8916614611,1.01779427430538,SAMPLES,29050,175.750485766916,0.238606379437157,SAMPLES,AU
277.0,Austria,BGD,WPRO,2020-10-08,2780826,1386.0,28072.0,37.0,2151.0,45195774,208905.380375151,284.707177491474,93.7111595556847,SAMPLES,8403,15.7177748521355,1.29404510232282,SAMPLES,AT
624.0,Austria,AUS,WPRO,2020-06-08,1188574,130.0,1304846.0,,729.0,45195774,49202.1223046208,2639.64945041101,35.6080051187684,SAMPLES,12633,369.736824866056,2.48577601372618,SAMPLES,AR
71.0,Australia,ARG,WPRO,2020-03-18,482370,2180.0,22020.0,2.0,1318.0,164689383,287047.894021792,3241.47345031832,28.9850108552185,SAMPLES,18391,13.6411208772558,0.0797622758717846,SAMPLES,AT
67.0,Bangladesh,BGD,WPRO,2020-12-09,5972680,10324.0,206743.0,0.0,,164689383,7728.08979883827,2384.08295969154,8.09810226947325,SAMPLES,19758,3.63693295749288,0.00023680943658645,SAMPLES,AR
622.0,Bangladesh,ARG,EURO,2020-12-11,7679651,1532.0,14935.0,11.0,,164689383,45316.8475441974,5599.90797652957,179.861949039749,SAMPLES,0,20.067473565117,0.000558627388870599,SAMPLES,AU
636.0,Bangladesh,BGD,EURO,2020-08-17,1147944,94.0,126606.0,6.0,97.0,25499884,111413.242008625,1680.36100558736,0.2064492524087,SAMPLES,18368,0.36250667111917,0.878819701283465,SAMPLES,AU
864.0,Australia,AUT,PAHO,2020-09-13,12,1581.0,24300.0,,319.0,25499884,21.9200529763355,9742.62962840416,424.920151208063,SAMPLES,14727,403.965131762952,0.257192187924473,SAMPLES,AT
4.0,Austria,ARG,PAHO,2020-09-24,169272,15.0,6612.0,9.0,36790.0,9006398,102661.643480417,6215.91450877476,91.4908548750598,SAMPLES,44283,213.483015074395,0.00635015123316618,SAMPLES,AT
844.0,Austria,ARG,EURO,2020-03-25,1236489,,883882.0,8.0,1085.0,164689383,4748.51918677175,318.447971840419,781.20135745435,SAMPLES,122920,202.404002132706,0.428029052235977,SAMPLES,AT
499.0,Austria,AUT,SEARO,2020-05-12,520976,15.0,16154.0,41.0,192.0,9006398,216033.570976244,103.571630391815,3.80393887281997,SAMPLES,15658,325.623991073842,0.0100673129306293,SAMPLES,AR
437.0,Argentina,AUS,EURO,2020-09-06,8855401,426.0,1196412.0,,2.0,9006398,90455.8070829204,50.0214394512608,35.5687892541001,SAMPLES,0,83.2479603070853,1.48916359237067,SAMPLES,AT
875.0,Australia,ARG,EURO,2020-05-29,2812242,46.0,428239.0,20.0,11307.0,45195774,102582.852767555,14163.868506821,472.886052781589,SAMPLES,4365,2.70016395780721,0.0885038499395983,SAMPLES,AR
50.0,Argentina,AUT,EURO,2020-02-11,2232735,8713.0,28764.0,12.0,12705.0,9006398,0.221259624848996,755.800752521685,6.36956664049194,SAMPLES,23917,131.390558482541,1.86800849760728,SAMPLES,AU
261.0,Austria,BGD,EURO,2020-11-29,30683,329.0,7103.0,0.0,842.0,164689383,11406.0000388532,25307.6758902281,76.9453004408644,SAMPLES,6069,1.06508383725015,0.143420488827119,SAMPLES,AT
843.0,Argentina,BGD,PAHO,2020-04-15,5972680,303.0,24761.0,3.0,1.0,45195774,161.540467972972,734.4739293716,74.7246568494974,SAMPLES,9540,3.55524435961971,0.0145810092775488,SAMPLES,AR
644.0,Austria,BGD,WPRO,2020-06-18,253087,11249.0,652174.0,0.0,4158.0,25499884,35142.5730908183,2710.96142749984,885.237633058347,SAMPLES,22849,0.000655779978239399,0.0730283870211597,SAMPLES,AU
922.0,Austria,AUT,EURO,2020-04-03,2491856,13.0,7347.0,21.0,27.0,45195774,268606.359150497,2548.29955327313,78.9438796730946,SAMPLES,35173,2.70016395780721,0.0573868201327829,SAMPLES,AR
763.0,Austria,BGD,SEARO,2020-12-13,113919,208.0,7185.0,0.0,907.0,25499884,5391.18989310815,18606.0537429893,4.00001819616121,SAMPLES,27447,275.256323338142,2.27302994790094,SAMPLES,AT
1.0,Argentina,ARG,WPRO,2020-03-27,2256051,872.0,7079.0,58.0,177.0,25499884,2520.56752031728,3960.45878094709,18.0035892174057,SAMPLES,63370,29.8267045941065,0.760983853887335,SAMPLES,AT
332.0,Austria,BGD,PAHO,2020-10-29,1546329,26.0,26381.0,21.0,14.0,9006398,7217.06510977699,37.9460256616028,784.055606614902,SAMPLES,5520,7.93136101618704,0.0026352639866287,SAMPLES,AU
158.0,Austria,AUS,EURO,2020-04-30,1199232,2401.0,322557.0,8.0,733.0,25499884,55134.7123737719,1073.02448905258,781.20135745435,SAMPLES,6381,39.0112673235182,1.86679280580257,SAMPLES,AU
813.0,Bangladesh,BGD,PAHO,2020-05-22,3229393,830.0,27848.0,7.0,38928.0,45195774,147838.569869997,1099.02460732763,81.3865876235982,SAMPLES,31409,41.6485816170772,3.60538895000464,SAMPLES,AR
812.0,Austria,BGD,WPRO,2020-04-24,506344,10368.0,949063.0,0.0,450.0,9006398,110089.294299452,31519.1637165015,75.1687855677708,SAMPLES,23522,3.54484470163073,1.46094782235088,SAMPLES,AU
64.0,Austria,BGD,EURO,2020-09-20,5814709,,15735.0,3.0,1139.0,45195774,206705.499801363,22.9037229436946,243.252831558986,SAMPLES,7152,216.033570976244,0.0657844470763486,SAMPLES,AT
849.0,Austria,AUS,EURO,2020-09-05,143056,,320036.0,0.0,730.0,45195774,2850.97451810428,251.196052091065,5.066845409042,SAMPLES,13373,101.087804469667,1.34616298646692,SAMPLES,AR
556.0,Argentina,BGD,WPRO,2020-05-03,103,137.0,13937.0,2.0,102.0,25499884,100540.927950888,260.667852449839,8.66670609168261,SAMPLES,17033,4.15295465456571,1.51134020844958,SAMPLES,AT
187.0,Austria,BGD,WPRO,2020-12-05,612756,12414.0,6989.0,5.0,91.0,45195774,744.777822138055,2422.61112600176,30.1576868669181,SAMPLES,14542,0.00432329022691159,0.624416787286351,SAMPLES,AU
202.0,Australia,BGD,EURO,2020-06-08,1454568,5.0,40558.0,3.0,102.0,9006398,124009.858240924,1935.40192205585,3.96054728479703,SAMPLES,31294,225.806282099166,0.224202377859487,SAMPLES,AR
979.0,Austria,ARG,SEARO,2020-04-16,578584,7668.0,12640.0,386.0,102.0,25499884,396194.571903218,31519.1637165015,76.9453004408644,SAMPLES,27048,71.204865304442,0.0987252469092073,SAMPLES,AU
239.0,Argentina,BGD,WPRO,2020-06-15,1009354,,17115.0,1.0,317.0,164689383,4451.77452635183,1012.51440986947,80.3872980074831,SAMPLES,29106,8.28478278567855,1.28506466931379,SAMPLES,AT
301.0,Australia,ARG,WPRO,2020-06-25,1076,46.0,123.0,,672.0,9006398,335412.892035195,71.1581996758103,0.705885564028448,SAMPLES,232,0.744777822138055,2.00883266763096,SAMPLES,AR
648.0,Argentina,BGD,WPRO,2020-05-03,532700,419.0,130474.0,11.0,28338.0,9006398,35142.5730908183,1099.82195998633,17.0812430383425,SAMPLES,22007,266.034767728453,0.3382760486283,SAMPLES,AU
749.0,Austria,AUS,EURO,2020-03-02,1698268,2180.0,16638.0,35.0,797.0,25499884,8284.78278567856,1377.73943200973,35.5687892541001,SAMPLES,8619,101.087804469667,0.649441250856773,SAMPLES,AR
870.0,Argentina,BGD,EURO,2020-11-29,748669,,26779.0,,104.0,45195774,4597.17760337504,1081.1421730389,1.48243948648827,SAMPLES,21762,6.70621857876534,1.58937977913939,SAMPLES,AU
77.0,Argentina,AUT,EURO,2020-02-29,920,12625.0,25322.0,2.0,93.0,164689383,39829.6713820345,836.647739459926,88.3816149364041,SAMPLES,8626,1.02624639197461,0.0207420778302388,SAMPLES,AR
909.0,Argentina,ARG,WPRO,2020-03-05,6789333,,555537.0,140.0,583.0,45195774,275256.323338142,1057.76951769663,1.81432892376177,SAMPLES,434,216.033570976244,0.7555739819626,SAMPLES,AU
964.0,Argentina,BGD,EURO,2020-05-15,10,5331.0,856369.0,,735.0,25499884,21.9200529763355,59.6073429343195,4.0784499254977,SAMPLES,26117,48.0313949663457,0.000892589414825848,SAMPLES,AR
549.0,Australia,BGD,WPRO,2020-04-16,907747,47.0,96200.0,0.0,186.0,164689383,0.619526949577188,109.765205206424,0.0,SAMPLES,18498,40.5004901564469,3.90413540704734,SAMPLES,AT
929.0,Argentina,BGD,WPRO,2020-10-10,9709190,15.0,26898.0,0.0,20599.0,9006398,363471.49657622,2836.53909143256,0.431374511350718,SAMPLES,24990,65.5580621686939,0.0420614546837941,SAMPLES,AT
858.0,Bangladesh,ARG,EURO,2020-09-10,1489264,5278.0,123.0,9.0,39770.0,25499884,367818.888901612,1728.66000369959,2.11914085560695,SAMPLES,6232,2.21259624848996e-05,1.97015499426075,SAMPLES,AU
51.0,Argentina,ARG,WPRO,2020-08-24,457295,6098.0,6687.0,41.0,809.0,164689383,16854.2407297568,32762.3762574117,3.36314629770474,SAMPLES,3416,9.77449794310415,1.96769522559397,SAMPLES,AT
23.0,Austria,ARG,EURO,2020-03-16,269619,11.0,,196.0,82.0,25499884,319731.49368052,573.692112259598,557.048444894396,SAMPLES,15555,11.710984305745,0.65873415510043,SAMPLES,AU
728.0,Australia,AUS,EURO,2020-03-17,2914,84.0,966.0,21.0,1574.0,164689383,15.1784102646411,2.23472221097486,0.929290424365783,SAMPLES,15772,62.8633110697474,0.0223815277758373,SAMPLES,AR
424.0,Austria,ARG,WPRO,2020-10-25,1493734,3171.0,22730.0,281.0,11412.0,45195774,567.158600624547,101.160133680263,1.5180092088875,SAMPLES,28954,227.219139105334,1.49828132551505,SAMPLES,AT
221.0,Argentina,ARG,EURO,2020-06-21,710377,41.0,1173533.0,1.0,741.0,45195774,75304.9831605937,4826.12471711776,109.255664695253,SAMPLES,28216,369.736824866056,0.000497907020515099,SAMPLES,AT
247.0,Austria,BGD,EURO,2020-03-13,10827,16447.0,28025.0,0.0,672.0,25499884,216798.991117204,969.576769863787,26.5883562450715,SAMPLES,15038,2.76070059116589,0.0629704892320242,SAMPLES,AT
280.0,Argentina,BGD,SEARO,2020-10-29,116919,8841.0,,,668.0,164689383,60879.0105021766,423.923497063751,2.47059947409957,SAMPLES,52406,352.046385779637,0.736032318358571,SAMPLES,AT
967.0,Austria,BGD,WPRO,2020-09-21,9559147,63.0,7558.0,10.0,9912.0,45195774,64241.4425833724,73.9007146995646,35.6080051187684,SAMPLES,10,0.00338527226018964,0.626917021047145,SAMPLES,AU
711.0,Bangladesh,AUT,WPRO,2020-09-26,380003,418.0,,35.0,796.0,25499884,19388.0516350931,2332.6750605514,77.5004613387061,SAMPLES,4041,406.941145300896,0.669332491130697,SAMPLES,AU
46.0,Argentina,ARG,EURO,2020-12-11,120,,1339337.0,0.0,37122.0,164689383,1065.08383725015,0.354015399758393,163.776374313227,SAMPLES,12970,0.282890124131438,2.1263626140417,SAMPLES,AU
22.0,Austria,BGD,EURO,2020-12-03,983365,3533.0,73339.0,9.0,24572.0,45195774,18077.8153486,127.482413362372,35.4511416600954,SAMPLES,104896,0.461875553932945,0.0129637986438992,SAMPLES,AU
395.0,Bangladesh,ARG,EURO,2020-10-27,2153066,30.0,41246.0,28.0,,164689383,5.1996011839514,1580.43204397585,828.219027734761,SAMPLES,15990,204.814288686776,0.557936702330943,SAMPLES,AU
776.0,Austria,BGD,EURO,2020-04-13,2956827,10324.0,133978.0,40.0,2836.0,25499884,58.613371573564,1089.2990728899,32.0001455692896,SAMPLES,5634,1.02624639197461,0.557571163853138,SAMPLES,AT
331.0,Australia,AUS,EURO,2020-08-22,235,529.0,87746.0,0.0,809.0,164689383,80647.6684685709,20214.7406765724,528.102472589583,SAMPLES,30178,5.41695514154668,1.51758783034016,SAMPLES,AU
377.0,Argentina,BGD,EURO,2020-10-27,202084,2521.0,27821.0,3.0,243.0,9006398,301164.154315369,9036.8183538576,,SAMPLES,3,0.000619526949577188,0.0969400680795556,SAMPLES,AU
351.0,Austria,ARG,EURO,2020-07-04,3329997,13.0,7068.0,43.0,6.0,45195774,179648.623123251,1001.84769467971,71.393691462447,SAMPLES,18793,0.461875553932945,0.410060462732644,SAMPLES,AR
734.0,Argentina,BGD,WPRO,2020-08-11,520976,3171.0,,15.0,611.0,164689383,80647.6684685709,1847.35340365816,4.0784499254977,SAMPLES,39,0.171542587145426,0.816974777263896,SAMPLES,AU
468.0,Austria,BGD,SEARO,2020-05-04,351351,10550.0,24.0,196.0,20.0,45195774,31742.2125915377,23072.2648499433,85.4725930791671,SAMPLES,12822,128.879825208702,0.143420488827119,SAMPLES,AR
36.0,Bangladesh,ARG,EURO,2020-03-04,10376952,21.0,18863.0,0.0,31623.0,45195774,1479.36676646606,366.696376535699,3.94682394310749,SAMPLES,17033,32.181460151562,0.629461506732908,SAMPLES,AU
226.0,Austria,BGD,WPRO,2020-02-19,29578,3.0,2456.0,9.0,2.0,45195774,744.777822138055,1103.06384138846,35.5687892541001,SAMPLES,8108,297.622216634397,0.944883848126632,SAMPLES,AU
443.0,Austria,ARG,SEARO,2020-05-04,1711223,2938.0,6238.0,6.0,106.0,45195774,101087.804469667,2006.669915643,35.5687892541001,SAMPLES,3874,29.6962135200301,0.57027710400565,SAMPLES,AU
