Date,annee,Semaine,Province,Zone_sante,Report,nouveau_contacts,total_a_suivre,suivis,non_suivis,cas_suspects,sortis_doublons,sortis_recycle,sortis_dcd,sortis_conf,contacts_sortis_21jrs,jamais_vus,simple absence,pdv,reticences,deplaces,reste_a_suivre,Observations,vacc,prop_suivis,check1,check2,prop_vacc
2020-08-27,2020,30,Sangha-Mbaéré,Ouham-Pendé,425.0,67.0,1.0,1833.0,170.0,7.0,,,,,0.0,0.0,0.0,,,,811.0,check 30 sup à 18,,77.9411764705882,15.0,-103.0,0.0
2020-07-11,2020,31,Sangha-Mbaéré,Bouca,4119.0,0.0,1491.0,238.0,29.0,0.0,,,,,218.0,0.0,2.0,,,,73.0,Check 1 sup à 0,20.0,73.9351557533376,7.0,-10.0,0.0
2020-08-20,2020,36,Vakaga,Bangui,7481.0,7.0,414.0,740.0,22.0,0.0,,,,,0.0,8.0,,4.0,,0.0,110.0,,,37.8308586184635,23.0,0.0,0.0
2020-09-10,2020,28,Vakaga,Zémio,768.0,88.0,290.0,44.0,36.0,0.0,,,,,234.0,0.0,17.0,4.0,,4.0,1688.0,check 13 sup à 6,45.0,100.0,24.0,-58.0,0.0
2020-06-04,2020,25,Vakaga,Ouham-Pendé,217.0,0.0,56.0,729.0,15.0,1.0,,,,,0.0,19.0,100.0,0.0,,,1813.0,Check 42 sup 41,0.0,88.515406162465,0.0,43.0,
2020-08-02,2020,27,Sangha-Mbaéré,Paoua,6113.0,1.0,1.0,319.0,98.0,0.0,,,,,0.0,5.0,93.0,9.0,0.0,,1710.0,Check 60 sup à 47,,84.6292134831461,0.0,-8.0,29.4573643410853
2020-09-18,2020,33,Sangha-Mbaéré,Gamboula,347.0,136.0,26.0,236.0,100.0,0.0,,,,,0.0,31.0,,9.0,,,350.0,Check 37 sup à 34,,88.515406162465,26.0,-53.0,2.7359781121751
2020-09-03,2020,30,Sangha-Mbaéré,Bozoum,863.0,0.0,135.0,93.0,23.0,0.0,,,,,0.0,5.0,,6.0,,,26.0,check 27 sup 24,120.0,79.8013245033112,22.0,0.0,
2020-08-27,2020,28,Vakaga,Damara,5971.0,10.0,418.0,1355.0,1.0,7.0,,,,,392.0,0.0,0.0,0.0,0.0,0.0,262.0,check 75 sup à 27,20.0,99.406528189911,34.0,-421.0,
2020-08-24,2020,26,Vakaga,Bangui,4152.0,0.0,220.0,310.0,125.0,0.0,,,,,94.0,19.0,0.0,0.0,,16.0,252.0,check 75 sup à 27,58.0,81.5028901734104,7.0,-47.0,32.8899637243047
2020-08-03,2020,26,Vakaga,Zémio,1217.0,23.0,53.0,173.0,43.0,8.0,,,,,0.0,142.0,0.0,6.0,,,380.0,check 35 sup à 23,,97.5892857142857,7.0,0.0,
2020-07-27,2020,39,Sangha-Mbaéré,Ouham-Pendé,768.0,2.0,811.0,471.0,257.0,5.0,,,,,0.0,0.0,2.0,,,,2182.0,Check 1 sup à 0,,81.9672131147541,2.0,-223.0,0.0
2020-09-22,2020,30,Vakaga,Bozoum,202.0,0.0,449.0,585.0,0.0,1.0,,,,,0.0,0.0,43.0,,,0.0,247.0,Check 171 sup 122,,89.4206549118388,59.0,-2.0,
2020-08-04,2020,23,Sangha-Mbaéré,Damara,5205.0,0.0,1456.0,1508.0,25.0,0.0,,,,,0.0,,34.0,0.0,0.0,,230.0,Check 1 sup à 0,20.0,91.504854368932,22.0,0.0,
2020-07-29,2020,25,Vakaga,Zémio,9153.0,0.0,103.0,473.0,18.0,0.0,,,,,0.0,5.0,0.0,0.0,,10.0,,check 13 sup à 6,,91.9931856899489,0.0,50.0,
2020-08-25,2020,24,Sangha-Mbaéré,Zémio,1316.0,9.0,64.0,1377.0,0.0,0.0,,,,,0.0,0.0,,,0.0,,536.0,Check 37 sup à 34,,91.0217881292261,12.0,-53.0,
2020-08-16,2020,29,Vakaga,Zémio,399.0,15.0,3.0,1.0,2.0,0.0,,,,,0.0,0.0,237.0,0.0,,,755.0,check 35 sup à 23,60.0,75.6521739130435,4.0,-138.0,0.0
2020-08-14,2020,28,Vakaga,Paoua,461.0,32.0,1131.0,235.0,11.0,1.0,,,,,211.0,,,7.0,,,1120.0,check 77 sup à 65,60.0,89.0091590341382,72.0,-52.0,0.0
2020-07-21,2020,25,Vakaga,Zémio,115.0,110.0,1171.0,586.0,23.0,0.0,,,,,0.0,,27.0,,,,136.0,check 35 sup à 23,0.0,63.3633633633634,105.0,-183.0,
2020-09-26,2020,33,Sangha-Mbaéré,Bozoum,294.0,0.0,2473.0,1280.0,5.0,9.0,,,,,0.0,0.0,0.0,0.0,0.0,,3.0,check 35 sup à 23,,84.6153846153846,37.0,-30.0,100.0
2020-09-08,2020,30,Sangha-Mbaéré,Yaloke,732.0,13.0,309.0,47.0,796.0,0.0,,,,,0.0,45.0,28.0,0.0,5.0,,1.0,check 87 sup à 71,94.0,73.9351557533376,16.0,0.0,31.8501170960187
2020-08-08,2020,36,Sangha-Mbaéré,Paoua,1618.0,0.0,197.0,40.0,28.0,12.0,,,,,558.0,1.0,,0.0,0.0,0.0,807.0,check 30 sup à 18,6.0,,33.0,-20.0,
2020-07-28,2020,28,Vakaga,Gamboula,453.0,26.0,68.0,630.0,0.0,0.0,,,,,0.0,18.0,0.0,0.0,,,741.0,Check 37 sup à 34,79.0,75.0,35.0,-18.0,
2020-07-27,2020,40,Sangha-Mbaéré,Zémio,635.0,0.0,7.0,1.0,0.0,16.0,,,,,0.0,,0.0,4.0,,,1.0,Check 29 sup à 17,12.0,93.7759336099585,61.0,0.0,
2020-08-14,2020,25,Sangha-Mbaéré,Zémio,983.0,0.0,111.0,0.0,47.0,0.0,,,,,159.0,5.0,,0.0,,,316.0,Check 1 sup à 0,58.0,63.3802816901408,0.0,0.0,
2020-09-28,2020,38,Sangha-Mbaéré,Bangui,321.0,0.0,245.0,22.0,0.0,0.0,,,,,0.0,,18.0,,0.0,,204.0,check 75 sup à 27,0.0,68.8259109311741,23.0,-64.0,
2020-09-09,2020,28,Sangha-Mbaéré,Ouham-Pendé,154.0,0.0,600.0,729.0,28.0,1.0,,,,,0.0,0.0,,0.0,,,2027.0,,40.0,92.1739130434783,53.0,-408.0,
2020-08-24,2020,24,Sangha-Mbaéré,Damara,7113.0,36.0,335.0,88.0,0.0,9.0,,,,,0.0,0.0,0.0,0.0,,0.0,425.0,check 13 sup à 6,120.0,81.5905743740795,1.0,-44.0,
2020-09-02,2020,40,Vakaga,Yaloke,557.0,0.0,26.0,122.0,0.0,0.0,,,,,0.0,0.0,79.0,,,0.0,0.0,check 75 sup à 27,117.0,57.7777777777778,32.0,0.0,0.0
2020-09-16,2020,28,Vakaga,Damara,6.0,265.0,101.0,469.0,885.0,1.0,,,,,0.0,0.0,31.0,1.0,0.0,,363.0,Check 29 sup à 25,27.0,93.6143831370118,4.0,0.0,
2020-08-30,2020,24,Vakaga,Bria,108.0,0.0,1549.0,1605.0,62.0,10.0,,,,,0.0,0.0,7.0,4.0,,,406.0,check 13 sup à 6,52.0,54.0540540540541,0.0,-27.0,
2020-09-17,2020,39,Sangha-Mbaéré,Ouham-Pendé,621.0,0.0,1171.0,1546.0,2.0,0.0,,,,,364.0,,45.0,0.0,,,26.0,Check 60 sup à 47,23.0,87.7275792312879,28.0,-71.0,
2020-09-28,2020,32,Sangha-Mbaéré,Ouham-Pendé,5205.0,0.0,245.0,40.0,0.0,11.0,,,,,0.0,10.0,,2.0,,16.0,357.0,check 75 sup à 27,691.0,94.6756425948592,7.0,0.0,0.0
2020-08-17,2020,37,Sangha-Mbaéré,Ouham-Pendé,3118.0,127.0,336.0,318.0,0.0,5.0,,,,,0.0,,15.0,,,0.0,1.0,Check 37 sup à 34,,94.1310975609756,3.0,-5.0,
2020-08-12,2020,30,Vakaga,Bangui,5133.0,58.0,1120.0,170.0,55.0,0.0,,,,,0.0,0.0,16.0,0.0,,6.0,659.0,check 13 sup à 6,,76.4705882352941,41.0,-4.0,
2020-06-11,2020,35,Sangha-Mbaéré,Bria,41.0,5.0,950.0,203.0,40.0,0.0,,,,,0.0,,,1.0,,,245.0,check 75 sup à 27,60.0,94.6716232961586,0.0,0.0,
2020-06-30,2020,35,Vakaga,Paoua,2610.0,0.0,1.0,170.0,54.0,,,,,,0.0,0.0,0.0,1.0,0.0,,1171.0,Check 145 sup 22,,91.017623649801,18.0,50.0,0.0
2020-09-04,2020,24,Vakaga,Damara,428.0,37.0,308.0,249.0,43.0,0.0,,,,,0.0,,25.0,,,37.0,1966.0,Check 29 sup à 17,,100.0,0.0,-181.0,0.49438202247191
2020-09-02,2020,28,Sangha-Mbaéré,Bria,575.0,0.0,1549.0,1555.0,327.0,1.0,,,,,516.0,174.0,,1.0,,,231.0,check 77 sup à 65,117.0,88.1818181818182,0.0,-28.0,
2020-07-28,2020,37,Vakaga,Ouham-Pendé,6113.0,0.0,1804.0,222.0,1.0,1.0,,,,,3.0,3.0,20.0,,,0.0,206.0,check 30 sup à 18,84.0,77.9220779220779,8.0,-259.0,0.0
2020-08-21,2020,25,Vakaga,Ouham-Pendé,7113.0,264.0,64.0,1065.0,5.0,,,,,,0.0,,,0.0,0.0,,1215.0,check 30 sup à 18,342.0,91.8287937743191,19.0,0.0,76.9230769230769
2020-09-15,2020,30,Sangha-Mbaéré,Zémio,651.0,0.0,1232.0,1.0,16.0,2.0,,,,,0.0,0.0,1.0,5.0,,,1171.0,Check 29 sup à 17,,90.4347826086957,32.0,0.0,
2020-06-11,2020,32,Vakaga,Yaloke,53.0,0.0,1.0,1.0,158.0,1.0,,,,,0.0,17.0,48.0,6.0,,,1309.0,check 59 sup à 46,25.0,80.7692307692308,68.0,-139.0,0.0
2020-08-30,2020,37,Vakaga,Bangui,2107.0,0.0,1215.0,1605.0,2.0,0.0,,,,,111.0,0.0,12.0,0.0,,,231.0,check 77 sup à 65,6.0,96.6981132075472,9.0,0.0,
2020-09-22,2020,23,Sangha-Mbaéré,Bria,621.0,0.0,342.0,1559.0,16.0,2.0,,,,,0.0,,1.0,5.0,0.0,,1.0,check 35 sup à 23,,100.0,0.0,-14.0,
2020-06-20,2020,31,Vakaga,Ouham-Pendé,53.0,7.0,1803.0,171.0,58.0,,,,,,0.0,,,,,,64.0,Check 60 sup à 47,40.0,37.4736842105263,50.0,-47.0,
2020-09-19,2020,26,Vakaga,Bria,372.0,0.0,348.0,52.0,16.0,8.0,,,,,210.0,77.0,23.0,0.0,0.0,,2181.0,Check 145 sup 22,120.0,83.3984375,0.0,-217.0,0.0
2020-09-11,2020,29,Vakaga,Ouham-Pendé,9153.0,0.0,1628.0,309.0,8.0,0.0,,,,,0.0,0.0,0.0,,0.0,,115.0,check 77 sup à 65,2.0,95.8217270194986,43.0,-5.0,
2020-09-19,2020,38,Vakaga,Ouham-Pendé,6313.0,0.0,2662.0,1257.0,258.0,0.0,,,,,2.0,125.0,0.0,0.0,,,200.0,Check 60 sup à 47,117.0,85.7843137254902,0.0,-5.0,0.0
2020-09-20,2020,34,Vakaga,Bangui,851.0,10.0,1978.0,23.0,248.0,0.0,,,,,0.0,4.0,,1.0,,,243.0,Check 42 sup 41,0.0,93.3184855233853,132.0,0.0,
2020-07-04,2020,38,Vakaga,Bangui,4613.0,26.0,115.0,471.0,24.0,2.0,,,,,138.0,107.0,51.0,0.0,0.0,,345.0,Check 171 sup 122,,96.8188105117566,0.0,-387.0,28.5418821096174
2020-08-03,2020,30,Sangha-Mbaéré,Gamboula,81.0,0.0,418.0,174.0,76.0,0.0,,,,,0.0,0.0,0.0,4.0,0.0,,367.0,,0.0,100.0,189.0,0.0,88.4393063583815
2020-09-15,2020,29,Vakaga,Bangui,806.0,0.0,637.0,1888.0,45.0,0.0,,,,,0.0,2.0,0.0,3.0,0.0,,574.0,check 35 sup à 23,,77.0897832817337,15.0,0.0,
2020-08-14,2020,28,Sangha-Mbaéré,Bangui,2627.0,0.0,781.0,140.0,14.0,5.0,,,,,0.0,,9.0,2.0,,,1631.0,check 30 sup à 18,80.0,86.2155388471178,24.0,-2.0,38.2636655948553
2020-09-13,2020,38,Vakaga,Ouham-Pendé,250.0,254.0,415.0,1.0,24.0,0.0,,,,,0.0,,0.0,6.0,0.0,0.0,173.0,Check 29 sup à 17,20.0,62.8865979381443,7.0,0.0,61.5384615384615
2020-06-17,2020,28,Vakaga,Bouca,1480.0,0.0,807.0,707.0,134.0,1.0,,,,,0.0,0.0,,0.0,,,357.0,Check 145 sup 22,246.0,100.0,0.0,0.0,
2020-09-29,2020,36,Vakaga,Gamboula,,0.0,380.0,2611.0,0.0,0.0,,,,,2.0,0.0,3.0,,0.0,,190.0,,,86.7504835589942,0.0,0.0,
2020-08-25,2020,25,Sangha-Mbaéré,Obo,308.0,13.0,1131.0,158.0,0.0,0.0,,,,,0.0,0.0,29.0,4.0,,,1774.0,check 30 sup à 18,0.0,86.9346733668342,55.0,0.0,32.8899637243047
2020-09-14,2020,32,Sangha-Mbaéré,Paoua,2028.0,1.0,200.0,354.0,20.0,0.0,,,,,0.0,,15.0,4.0,0.0,5.0,449.0,Check 37 sup à 34,29.0,68.6404833836858,0.0,-155.0,100.0
2020-07-08,2020,23,Sangha-Mbaéré,Obo,639.0,0.0,378.0,373.0,66.0,0.0,,,,,0.0,5.0,,0.0,,,127.0,Check 145 sup 22,0.0,98.9010989010989,0.0,-55.0,0.0
2020-08-03,2020,31,Sangha-Mbaéré,Zémio,519.0,0.0,1013.0,53.0,283.0,6.0,,,,,0.0,6.0,0.0,4.0,,,1774.0,check 59 sup à 46,,92.5824175824176,0.0,-17.0,
2020-07-30,2020,31,Vakaga,Damara,5133.0,21.0,335.0,1159.0,45.0,0.0,,,,,0.0,99.0,109.0,,0.0,,245.0,check 16 sup à 8,40.0,86.5497076023392,0.0,-285.0,
2020-07-03,2020,25,Vakaga,Ouham-Pendé,1217.0,0.0,252.0,851.0,7.0,2.0,,,,,0.0,0.0,19.0,5.0,,,115.0,Check 145 sup 22,0.0,90.6262791649611,0.0,-7.0,0.0
2020-08-14,2020,40,Vakaga,Gamboula,3618.0,15.0,1215.0,1235.0,1193.0,9.0,,,,,0.0,14.0,,0.0,12.0,,243.0,check 87 sup à 71,,73.9351557533376,19.0,0.0,
2020-08-22,2020,36,Sangha-Mbaéré,Paoua,732.0,37.0,505.0,1678.0,31.0,9.0,,,,,15.0,3.0,0.0,,,,212.0,Check 42 sup 41,,88.2845188284519,0.0,-126.0,
2020-08-17,2020,26,Vakaga,Paoua,735.0,0.0,436.0,848.0,9.0,1.0,,,,,48.0,124.0,44.0,,0.0,,121.0,check 30 sup à 18,,100.0,5.0,-64.0,0.0
2020-07-18,2020,29,Sangha-Mbaéré,Ouham-Pendé,90.0,191.0,505.0,199.0,27.0,0.0,,,,,0.0,23.0,34.0,,0.0,,252.0,check 30 sup à 18,0.0,87.1495327102804,31.0,-2.0,
2020-09-10,2020,29,Vakaga,Obo,9701.0,17.0,327.0,2051.0,43.0,4.0,,,,,0.0,8.0,0.0,5.0,,0.0,266.0,check 35 sup à 23,145.0,92.1739130434783,0.0,-3.0,
2020-07-22,2020,29,Vakaga,Ouham-Pendé,7071.0,10.0,1804.0,1559.0,5.0,5.0,,,,,0.0,4.0,7.0,0.0,,,0.0,check 75 sup à 27,1.0,64.3863179074447,0.0,-81.0,
2020-09-04,2020,37,Sangha-Mbaéré,Bozoum,154.0,31.0,345.0,530.0,82.0,2.0,,,,,0.0,0.0,0.0,0.0,0.0,,357.0,Check 171 sup 122,246.0,83.8709677419355,1.0,-926.0,
2020-07-21,2020,33,Sangha-Mbaéré,Bria,7113.0,0.0,109.0,382.0,43.0,0.0,,,,,0.0,0.0,0.0,0.0,0.0,,360.0,,33.0,80.1130524152107,85.0,-81.0,4.16666666666667
2020-06-24,2020,27,Vakaga,Paoua,425.0,67.0,245.0,223.0,38.0,0.0,,,,,0.0,,,,0.0,,366.0,Check 1 sup à 0,37.0,71.875,37.0,-2.0,
2020-08-23,2020,28,Sangha-Mbaéré,Bangui,457.0,0.0,1171.0,319.0,177.0,1.0,,,,,0.0,,0.0,4.0,,,71.0,Check 29 sup à 17,0.0,78.9655172413793,0.0,-125.0,
2020-09-17,2020,29,Vakaga,Ouham-Pendé,820.0,13.0,1390.0,1093.0,172.0,1.0,,,,,0.0,,0.0,0.0,0.0,0.0,54.0,check 27 sup 24,49.0,81.6438356164384,154.0,-88.0,
2020-08-20,2020,25,Vakaga,Yaloke,621.0,0.0,1978.0,2236.0,0.0,6.0,,,,,0.0,0.0,0.0,,0.0,,,check 87 sup à 71,509.0,96.734693877551,189.0,-19.0,
2020-09-10,2020,32,Vakaga,Bangui,671.0,0.0,164.0,3.0,23.0,0.0,,,,,0.0,,0.0,0.0,,,600.0,Check 37 sup à 34,120.0,100.0,9.0,-163.0,
2020-07-09,2020,24,Vakaga,Bozoum,375.0,22.0,683.0,62.0,74.0,4.0,,,,,0.0,9.0,,,0.0,,107.0,check 16 sup à 8,,92.879746835443,0.0,-2.0,
2020-09-16,2020,26,Sangha-Mbaéré,Obo,171.0,152.0,361.0,1850.0,65.0,11.0,,,,,0.0,,3.0,2.0,,0.0,173.0,check 16 sup à 8,20.0,99.406528189911,0.0,-13.0,
2020-09-19,2020,25,Vakaga,Ouham-Pendé,1093.0,34.0,245.0,275.0,127.0,0.0,,,,,0.0,,2.0,4.0,,,480.0,Check 29 sup à 17,120.0,77.0324047754406,0.0,0.0,0.0
2020-07-28,2020,25,Sangha-Mbaéré,Yaloke,2516.0,0.0,205.0,982.0,337.0,1.0,,,,,0.0,0.0,26.0,0.0,,,1970.0,Check 60 sup à 47,49.0,98.9010989010989,4.0,-8.0,
2020-08-17,2020,40,Vakaga,Ouham-Pendé,1286.0,37.0,266.0,469.0,885.0,0.0,,,,,0.0,0.0,,0.0,,,1700.0,Check 42 sup 41,20.0,85.7740585774059,26.0,0.0,0.0
2020-08-09,2020,39,Vakaga,Damara,9526.0,0.0,1643.0,142.0,23.0,0.0,,,,,0.0,,0.0,0.0,0.0,,197.0,Check 171 sup 122,13.0,76.9230769230769,2.0,-398.0,0.0
2020-07-19,2020,31,Vakaga,Bangui,41.0,60.0,54.0,162.0,271.0,0.0,,,,,64.0,,,,,0.0,415.0,check 35 sup à 23,40.0,83.3984375,24.0,0.0,25.1256281407035
2020-09-24,2020,36,Sangha-Mbaéré,Bangui,390.0,34.0,786.0,123.0,0.0,0.0,,,,,0.0,,12.0,2.0,0.0,,809.0,check 77 sup à 65,0.0,59.5770638470923,19.0,-2.0,
2020-08-13,2020,34,Vakaga,Bouca,1453.0,0.0,414.0,377.0,45.0,3.0,,,,,0.0,0.0,,,0.0,,1946.0,check 87 sup à 71,0.0,97.1428571428571,0.0,-20.0,32.8899637243047
2020-08-30,2020,35,Sangha-Mbaéré,Yaloke,110.0,37.0,1573.0,205.0,428.0,0.0,,,,,0.0,,18.0,1.0,,,245.0,check 75 sup à 27,,72.972972972973,128.0,-53.0,85.8895705521472
2020-07-18,2020,38,Vakaga,Bria,264.0,27.0,56.0,2384.0,47.0,7.0,,,,,294.0,4.0,22.0,0.0,,,1682.0,Check 1 sup à 0,28.0,87.5,0.0,0.0,
2020-09-17,2020,27,Sangha-Mbaéré,Ouham-Pendé,917.0,112.0,309.0,659.0,0.0,0.0,11.0,,,,0.0,10.0,0.0,6.0,,0.0,1256.0,Check 37 sup à 34,17.0,96.734693877551,9.0,-7.0,
2020-06-19,2020,23,Vakaga,Zémio,131.0,0.0,101.0,682.0,40.0,0.0,,,,,0.0,,0.0,,,,851.0,Check 145 sup 22,,100.0,23.0,-28.0,
2020-06-30,2020,32,Sangha-Mbaéré,Ouham-Pendé,1643.0,0.0,250.0,1479.0,2.0,1.0,,,,,0.0,0.0,0.0,,,,366.0,Check 145 sup 22,140.0,92.3857868020305,59.0,0.0,0.0
2020-08-16,2020,32,Sangha-Mbaéré,Damara,654.0,7.0,204.0,346.0,58.0,,,,,,0.0,82.0,16.0,0.0,0.0,,173.0,check 77 sup à 65,0.0,92.4271844660194,0.0,0.0,
2020-08-29,2020,24,Sangha-Mbaéré,Paoua,2250.0,42.0,172.0,155.0,109.0,1.0,,,,,0.0,0.0,18.0,3.0,,,249.0,Check 37 sup à 34,0.0,74.7634069400631,0.0,-90.0,
2020-09-10,2020,28,Vakaga,Obo,877.0,0.0,199.0,702.0,28.0,0.0,,,,,0.0,0.0,0.0,0.0,,,200.0,check 87 sup à 71,59.0,89.0625,6.0,0.0,
2020-09-13,2020,27,Vakaga,Damara,173.0,88.0,68.0,284.0,268.0,0.0,,,,,0.0,1.0,0.0,3.0,,,2121.0,Check 37 sup à 34,,90.7810499359795,0.0,-189.0,0.0
2020-09-13,2020,25,Sangha-Mbaéré,Paoua,137.0,192.0,2037.0,52.0,4.0,0.0,,,,,0.0,,44.0,0.0,,,1684.0,check 87 sup à 71,20.0,96.1451247165533,21.0,-29.0,0.0
2020-09-28,2020,33,Sangha-Mbaéré,Ouham-Pendé,361.0,,53.0,831.0,336.0,1.0,,,,,2.0,0.0,,,,,950.0,Check 171 sup 122,60.0,93.0747922437673,0.0,-79.0,
2020-09-16,2020,28,Vakaga,Damara,732.0,0.0,380.0,1355.0,41.0,2.0,,,,,0.0,,1.0,0.0,,,68.0,check 87 sup à 71,0.0,78.9473684210526,0.0,0.0,17.037037037037
2020-06-13,2020,37,Vakaga,Damara,9153.0,69.0,336.0,162.0,249.0,0.0,,,,,0.0,303.0,0.0,0.0,0.0,,1970.0,Check 145 sup 22,0.0,98.7351778656126,16.0,-13.0,
2020-07-11,2020,30,Vakaga,Obo,1464.0,0.0,1.0,1213.0,88.0,0.0,,,,,0.0,0.0,,0.0,71.0,,892.0,Check 171 sup 122,46.0,95.8217270194986,0.0,-14.0,
2020-09-01,2020,29,Sangha-Mbaéré,Ouham-Pendé,6113.0,15.0,336.0,22.0,0.0,2.0,,,,,0.0,,0.0,0.0,0.0,,511.0,Check 171 sup 122,,83.3333333333333,74.0,-45.0,
2020-09-10,2020,39,Sangha-Mbaéré,Bouca,6251.0,0.0,397.0,1269.0,25.0,2.0,,,,,0.0,,94.0,0.0,,,324.0,Check 37 sup à 34,60.0,96.875,3.0,-3.0,
2020-08-01,2020,34,Sangha-Mbaéré,Paoua,286.0,0.0,134.0,1107.0,375.0,0.0,,,,,0.0,13.0,0.0,1.0,,0.0,222.0,check 77 sup à 65,7.0,94.3396226415094,8.0,-18.0,15.7894736842105
2020-08-17,2020,29,Vakaga,Bozoum,7113.0,0.0,220.0,1521.0,262.0,2.0,,,,,0.0,4.0,,10.0,,,205.0,Check 29 sup à 17,0.0,73.950091296409,5.0,0.0,0.0
2020-08-14,2020,31,Vakaga,Bozoum,20.0,0.0,343.0,0.0,1.0,0.0,,,,,363.0,41.0,,,,0.0,53.0,check 59 sup à 46,,100.0,0.0,0.0,
2020-09-28,2020,36,Sangha-Mbaéré,Bria,843.0,0.0,967.0,1107.0,18.0,0.0,,,,,0.0,0.0,54.0,0.0,,0.0,380.0,Check 145 sup 22,97.0,96.6759002770083,10.0,0.0,100.0
2020-08-03,2020,36,Sangha-Mbaéré,Paoua,286.0,0.0,380.0,0.0,20.0,0.0,,,,,0.0,107.0,1.0,4.0,,,171.0,check 75 sup à 27,122.0,96.8188105117566,7.0,-17.0,
2020-07-11,2020,37,Vakaga,Obo,,,1.0,52.0,0.0,5.0,,,,,218.0,,,0.0,,,53.0,check 13 sup à 6,,99.4459833795014,0.0,-658.0,
2020-07-20,2020,34,Sangha-Mbaéré,Bozoum,820.0,0.0,336.0,564.0,45.0,2.0,,,,,0.0,1.0,4.0,0.0,,170.0,833.0,check 87 sup à 71,92.0,81.6438356164384,247.0,0.0,0.0
2020-06-14,2020,26,Vakaga,Ouham-Pendé,1441.0,0.0,268.0,1.0,21.0,7.0,,,,,0.0,,1.0,8.0,,,1297.0,check 35 sup à 23,,98.9333333333333,0.0,0.0,0.0
2020-06-09,2020,37,Vakaga,Paoua,1117.0,0.0,1456.0,24.0,259.0,1.0,,,,,0.0,,1.0,1.0,0.0,0.0,575.0,Check 1 sup à 0,0.0,89.5652173913044,2.0,,61.5384615384615
2020-09-18,2020,25,Sangha-Mbaéré,Zémio,494.0,56.0,165.0,177.0,154.0,0.0,,,,,0.0,3.0,20.0,,,,348.0,Check 29 sup à 17,,98.7351778656126,19.0,-23.0,0.0
2020-08-04,2020,25,Vakaga,Zémio,9517.0,21.0,1813.0,343.0,58.0,3.0,,,,,0.0,15.0,18.0,,,5.0,382.0,Check 37 sup à 34,32.0,100.0,1.0,0.0,0.0
2020-08-08,2020,32,Vakaga,Obo,755.0,,1813.0,1186.0,96.0,0.0,,,,,0.0,2.0,20.0,0.0,,,1.0,check 75 sup à 27,140.0,82.3170731707317,0.0,-56.0,
2020-09-16,2020,24,Vakaga,Ouham-Pendé,129.0,0.0,1567.0,2514.0,2.0,0.0,,,,,0.0,0.0,3.0,9.0,,,1970.0,Check 29 sup à 25,,79.7101449275362,0.0,-239.0,5.84795321637427
2020-06-14,2020,29,Sangha-Mbaéré,Ouham-Pendé,2107.0,23.0,345.0,923.0,143.0,0.0,,,,,0.0,19.0,34.0,9.0,0.0,,134.0,,,96.1538461538462,4.0,-428.0,
2020-09-02,2020,36,Vakaga,Bangui,372.0,0.0,399.0,1.0,3.0,8.0,,,,,0.0,1.0,,,,,71.0,check 35 sup à 23,77.0,99.009900990099,0.0,0.0,
2020-09-27,2020,24,Vakaga,Zémio,129.0,0.0,74.0,311.0,8.0,0.0,,,,,0.0,17.0,,,,,1710.0,check 16 sup à 8,28.0,87.1673350346336,88.0,0.0,
2020-08-30,2020,39,Sangha-Mbaéré,Ouham-Pendé,769.0,164.0,412.0,315.0,72.0,10.0,,,,,0.0,1.0,74.0,0.0,,0.0,1313.0,check 35 sup à 23,43.0,0.26525198938992,0.0,-8.0,
2020-09-11,2020,36,Sangha-Mbaéré,Gamboula,1643.0,23.0,2323.0,205.0,118.0,4.0,,,,,0.0,,55.0,0.0,0.0,,249.0,Check 42 sup 41,,92.9012345679012,17.0,-171.0,0.0
2020-09-09,2020,35,Sangha-Mbaéré,Bozoum,375.0,0.0,1778.0,2384.0,1.0,9.0,,,,,0.0,5.0,109.0,2.0,,,267.0,check 59 sup à 46,,98.1132075471698,7.0,-77.0,0.0
2020-08-29,2020,39,Sangha-Mbaéré,Ouham-Pendé,1453.0,0.0,807.0,148.0,28.0,9.0,,,,,0.0,5.0,50.0,,0.0,,412.0,Check 1 sup à 0,,90.1204819277108,14.0,0.0,41.1764705882353
2020-06-19,2020,28,Sangha-Mbaéré,Ouham-Pendé,3921.0,0.0,336.0,678.0,18.0,0.0,,,,,0.0,,20.0,,,0.0,2193.0,check 77 sup à 65,40.0,85.0098619329389,17.0,-22.0,
2020-06-29,2020,39,Sangha-Mbaéré,Obo,1823.0,0.0,1013.0,298.0,2.0,0.0,,,,,0.0,0.0,0.0,4.0,,,1688.0,Check 60 sup à 47,,69.1318327974276,102.0,-249.0,0.0
2020-08-26,2020,35,Vakaga,Obo,5391.0,0.0,418.0,1333.0,41.0,0.0,,,,,,10.0,0.0,,,,950.0,check 16 sup à 8,,91.358024691358,0.0,0.0,
2020-06-10,2020,40,Sangha-Mbaéré,Paoua,8721.0,5.0,90.0,99.0,446.0,1.0,,,,,,0.0,0.0,3.0,,,374.0,Check 37 sup à 34,77.0,77.9535343549184,0.0,,83.6257309941521
2020-07-25,2020,31,Vakaga,Ouham-Pendé,1312.0,53.0,1094.0,1883.0,122.0,0.0,,,,,0.0,4.0,46.0,,0.0,0.0,262.0,,,77.2980501392758,0.0,-2.0,
